fips,state,county,county,med_ re_taxes_paid,med_ re_taxes_paid_real,Location 
38039, North Dakota,Griggs ,Griggs County,1094,1094,8
38041, North Dakota,Hettinger ,Hettinger County,876,876,11
38043, North Dakota,Kidder ,Kidder County,585,585,8
38045, North Dakota,LaMoure ,LaMoure County,932,932,9
38047, North Dakota,Logan ,Logan County,773,773,7
38049, North Dakota,McHenry ,McHenry County,812,812,9
38051, North Dakota,McIntosh ,McIntosh County,676,676,10
38053, North Dakota,McKenzie ,McKenzie County,1155,1155,10
38055, North Dakota,McLean ,McLean County,1136,1136,8
38057, North Dakota,Mercer ,Mercer County,1420,1420,8
38059, North Dakota,Morton ,Morton County,2079,2079,8
38061, North Dakota,Mountrail ,Mountrail County,1045,1045,11
38063, North Dakota,Nelson ,Nelson County,618,618,8
38065, North Dakota,Oliver ,Oliver County,1215,1215,8
38067, North Dakota,Pembina ,Pembina County,1026,1026,9
38069, North Dakota,Pierce ,Pierce County,1244,1244,8
38071, North Dakota,Ramsey ,Ramsey County,1366,1366,8
38073, North Dakota,Ransom ,Ransom County,1347,1347,8
38075, North Dakota,Renville ,Renville County,985,985,10
38077, North Dakota,Richland ,Richland County,1570,1570,10
38079, North Dakota,Rolette ,Rolette County,839,839,9
38081, North Dakota,Sargent ,Sargent County,1329,1329,9
38083, North Dakota,Sheridan ,Sheridan County,533,533,10
38085, North Dakota,Sioux ,Sioux County,308,308,7
38087, North Dakota,Slope ,Slope County,383,383,7
38089, North Dakota,Stark ,Stark County,1923,1923,7
38091, North Dakota,Steele ,Steele County,915,915,8
38093, North Dakota,Stutsman ,Stutsman County,1745,1745,10
38095, North Dakota,Towner ,Towner County,700,700,8
38097, North Dakota,Traill ,Traill County,1281,1281,8
38099, North Dakota,Walsh ,Walsh County,887,887,7
38101, North Dakota,Ward ,Ward County,1962,1962,6
38103, North Dakota,Wells ,Wells County,1017,1017,7
38105, North Dakota,Williams ,Williams County,1798,1798,10
39001, Ohio,Adams ,Adams County,1034,1034,7
39003, Ohio,Allen ,Allen County,1449,1449,7
39005, Ohio,Ashland ,Ashland County,1476,1476,9
39007, Ohio,Ashtabula ,Ashtabula County,1493,1493,11
39009, Ohio,Athens ,Athens County,1730,1730,8
39011, Ohio,Auglaize ,Auglaize County,1460,1460,10
39013, Ohio,Belmont ,Belmont County,1071,1071,9
39015, Ohio,Brown ,Brown County,1286,1286,7
39017, Ohio,Butler ,Butler County,2540,2540,8
39019, Ohio,Carroll ,Carroll County,1321,1321,9
39021, Ohio,Champaign ,Champaign County,1565,1565,11
39023, Ohio,Clark ,Clark County,1602,1602,7
39025, Ohio,Clermont ,Clermont County,2462,2462,10
39027, Ohio,Clinton ,Clinton County,1354,1354,9
39029, Ohio,Columbiana ,Columbiana County,1259,1259,12
39031, Ohio,Coshocton ,Coshocton County,1178,1178,11
39033, Ohio,Crawford ,Crawford County,1221,1221,10
39035, Ohio,Cuyahoga ,Cuyahoga County,3126,3126,10
39037, Ohio,Darke ,Darke County,1279,1279,7
39039, Ohio,Defiance ,Defiance County,1530,1530,10
39041, Ohio,Delaware ,Delaware County,5348,5348,10
39043, Ohio,Erie ,Erie County,1925,1925,6
39045, Ohio,Fairfield ,Fairfield County,2360,2360,11
39047, Ohio,Fayette ,Fayette County,1308,1308,9
39049, Ohio,Franklin ,Franklin County,3392,3392,10
39051, Ohio,Fulton ,Fulton County,1873,1873,8
39053, Ohio,Gallia ,Gallia County,1129,1129,8
39055, Ohio,Geauga ,Geauga County,3582,3582,8
39057, Ohio,Greene ,Greene County,3189,3189,8
39059, Ohio,Guernsey ,Guernsey County,1176,1176,10
39061, Ohio,Hamilton ,Hamilton County,2705,2705,10
39063, Ohio,Hancock ,Hancock County,1532,1532,9
39065, Ohio,Hardin ,Hardin County,1196,1196,8
39067, Ohio,Harrison ,Harrison County,849,849,10
39069, Ohio,Henry ,Henry County,1537,1537,7
39071, Ohio,Highland ,Highland County,1260,1260,10
39073, Ohio,Hocking ,Hocking County,1377,1377,9
39075, Ohio,Holmes ,Holmes County,2199,2199,8
39077, Ohio,Huron ,Huron County,1400,1400,7
39079, Ohio,Jackson ,Jackson County,998,998,9
39081, Ohio,Jefferson ,Jefferson County,992,992,11
39083, Ohio,Knox ,Knox County,1788,1788,6
39085, Ohio,Lake ,Lake County,2736,2736,6
39087, Ohio,Lawrence ,Lawrence County,893,893,10
39089, Ohio,Licking ,Licking County,2383,2383,9
39091, Ohio,Logan ,Logan County,1458,1458,7
39093, Ohio,Lorain ,Lorain County,2455,2455,8
39095, Ohio,Lucas ,Lucas County,2283,2283,7
39097, Ohio,Madison ,Madison County,2122,2122,9
39099, Ohio,Mahoning ,Mahoning County,1623,1623,10
39101, Ohio,Marion ,Marion County,1251,1251,8
39103, Ohio,Medina ,Medina County,2845,2845,8
39105, Ohio,Meigs ,Meigs County,924,924,7
39107, Ohio,Mercer ,Mercer County,1690,1690,8
39109, Ohio,Miami ,Miami County,1747,1747,7
39111, Ohio,Monroe ,Monroe County,936,936,8
39113, Ohio,Montgomery ,Montgomery County,2511,2511,12
39115, Ohio,Morgan ,Morgan County,951,951,8
39117, Ohio,Morrow ,Morrow County,1708,1708,8
39119, Ohio,Muskingum ,Muskingum County,1299,1299,11
39121, Ohio,Noble ,Noble County,930,930,7
39123, Ohio,Ottawa ,Ottawa County,1641,1641,8
39125, Ohio,Paulding ,Paulding County,1211,1211,10
39127, Ohio,Perry ,Perry County,1210,1210,7
39129, Ohio,Pickaway ,Pickaway County,1901,1901,10
39131, Ohio,Pike ,Pike County,987,987,6
39133, Ohio,Portage ,Portage County,2276,2276,9
39135, Ohio,Preble ,Preble County,1440,1440,8
39137, Ohio,Putnam ,Putnam County,1493,1493,8
39139, Ohio,Richland ,Richland County,1553,1553,10
39141, Ohio,Ross ,Ross County,1338,1338,6
39143, Ohio,Sandusky ,Sandusky County,1379,1379,10
39145, Ohio,Scioto ,Scioto County,1119,1119,8
39147, Ohio,Seneca ,Seneca County,1257,1257,8
39149, Ohio,Shelby ,Shelby County,1503,1503,8
39151, Ohio,Stark ,Stark County,1850,1850,7
39153, Ohio,Summit ,Summit County,2540,2540,8
39155, Ohio,Trumbull ,Trumbull County,1528,1528,10
39157, Ohio,Tuscarawas ,Tuscarawas County,1437,1437,12
39159, Ohio,Union ,Union County,2823,2823,7
39161, Ohio,Van Wert ,Van Wert County,1098,1098,10
39163, Ohio,Vinton ,Vinton County,1067,1067,8
39165, Ohio,Warren ,Warren County,3291,3291,8
39167, Ohio,Washington ,Washington County,1245,1245,12
39169, Ohio,Wayne ,Wayne County,1979,1979,7
39171, Ohio,Williams ,Williams County,1348,1348,10
39173, Ohio,Wood ,Wood County,2425,2425,6
39175, Ohio,Wyandot ,Wyandot County,1040,1040,9
40001, Oklahoma,Adair ,Adair County,427,427,7
40003, Oklahoma,Alfalfa ,Alfalfa County,409,409,9
40005, Oklahoma,Atoka ,Atoka County,560,560,7
40007, Oklahoma,Beaver ,Beaver County,535,535,8
40009, Oklahoma,Beckham ,Beckham County,815,815,9
40011, Oklahoma,Blaine ,Blaine County,486,486,8
40013, Oklahoma,Bryan ,Bryan County,730,730,7
40015, Oklahoma,Caddo ,Caddo County,444,444,7
40017, Oklahoma,Canadian ,Canadian County,1659,1659,10
40019, Oklahoma,Carter ,Carter County,910,910,8
40021, Oklahoma,Cherokee ,Cherokee County,733,733,10
40023, Oklahoma,Choctaw ,Choctaw County,402,402,9
40025, Oklahoma,Cimarron ,Cimarron County,260,260,10
40027, Oklahoma,Cleveland ,Cleveland County,1854,1854,11
40029, Oklahoma,Coal ,Coal County,501,501,6
40031, Oklahoma,Comanche ,Comanche County,1190,1190,10
40033, Oklahoma,Cotton ,Cotton County,648,648,8
40035, Oklahoma,Craig ,Craig County,658,658,7
40037, Oklahoma,Creek ,Creek County,917,917,7
40039, Oklahoma,Custer ,Custer County,924,924,8
40041, Oklahoma,Delaware ,Delaware County,758,758,10
40043, Oklahoma,Dewey ,Dewey County,515,515,7
40045, Oklahoma,Ellis ,Ellis County,498,498,7
40047, Oklahoma,Garfield ,Garfield County,899,899,10
40049, Oklahoma,Garvin ,Garvin County,529,529,8
40051, Oklahoma,Grady ,Grady County,907,907,7
40053, Oklahoma,Grant ,Grant County,377,377,7
40055, Oklahoma,Greer ,Greer County,368,368,7
40057, Oklahoma,Harmon ,Harmon County,335,335,8
40059, Oklahoma,Harper ,Harper County,390,390,8
40061, Oklahoma,Haskell ,Haskell County,497,497,9
40063, Oklahoma,Hughes ,Hughes County,464,464,8
40065, Oklahoma,Jackson ,Jackson County,676,676,9
40067, Oklahoma,Jefferson ,Jefferson County,373,373,11
40069, Oklahoma,Johnston ,Johnston County,443,443,10
40071, Oklahoma,Kay ,Kay County,682,682,5
40073, Oklahoma,Kingfisher ,Kingfisher County,943,943,12
40075, Oklahoma,Kiowa ,Kiowa County,382,382,7
40077, Oklahoma,Latimer ,Latimer County,389,389,9
40079, Oklahoma,Le Flore ,Le Flore County,583,583,10
40081, Oklahoma,Lincoln ,Lincoln County,639,639,9
40083, Oklahoma,Logan ,Logan County,1325,1325,7
40085, Oklahoma,Love ,Love County,768,768,6
40087, Oklahoma,McClain ,McClain County,1454,1454,9
40089, Oklahoma,McCurtain ,McCurtain County,383,383,11
40091, Oklahoma,McIntosh ,McIntosh County,547,547,10
40093, Oklahoma,Major ,Major County,659,659,7
40095, Oklahoma,Marshall ,Marshall County,499,499,10
40097, Oklahoma,Mayes ,Mayes County,822,822,7
40099, Oklahoma,Murray ,Murray County,495,495,8
40101, Oklahoma,Muskogee ,Muskogee County,745,745,10
40103, Oklahoma,Noble ,Noble County,887,887,7
40105, Oklahoma,Nowata ,Nowata County,620,620,8
40107, Oklahoma,Okfuskee ,Okfuskee County,455,455,10
40109, Oklahoma,Oklahoma ,Oklahoma County,1574,1574,10
40111, Oklahoma,Okmulgee ,Okmulgee County,600,600,10
40113, Oklahoma,Osage ,Osage County,929,929,7
40115, Oklahoma,Ottawa ,Ottawa County,534,534,8
40117, Oklahoma,Pawnee ,Pawnee County,714,714,8
40119, Oklahoma,Payne ,Payne County,1425,1425,7
40121, Oklahoma,Pittsburg ,Pittsburg County,536,536,11
40123, Oklahoma,Pontotoc ,Pontotoc County,737,737,10
40125, Oklahoma,Pottawatomie ,Pottawatomie County,790,790,14
40127, Oklahoma,Pushmataha ,Pushmataha County,370,370,12
40129, Oklahoma,Roger Mills ,Roger Mills County,626,626,13
40131, Oklahoma,Rogers ,Rogers County,1355,1355,8
40133, Oklahoma,Seminole ,Seminole County,433,433,10
40135, Oklahoma,Sequoyah ,Sequoyah County,556,556,10
40137, Oklahoma,Stephens ,Stephens County,708,708,10
40139, Oklahoma,Texas ,Texas County,616,616,7
40141, Oklahoma,Tillman ,Tillman County,383,383,9
40143, Oklahoma,Tulsa ,Tulsa County,1697,1697,7
40145, Oklahoma,Wagoner ,Wagoner County,1370,1370,9
40147, Oklahoma,Washington ,Washington County,1105,1105,12
40149, Oklahoma,Washita ,Washita County,487,487,9
40151, Oklahoma,Woods ,Woods County,554,554,7
40153, Oklahoma,Woodward ,Woodward County,713,713,10
41001, Oregon,Baker ,Baker County,1474,1474,7
41003, Oregon,Benton ,Benton County,3514,3514,8
41005, Oregon,Clackamas ,Clackamas County,3765,3765,11
41007, Oregon,Clatsop ,Clatsop County,2286,2286,9
41009, Oregon,Columbia ,Columbia County,2393,2393,10
41011, Oregon,Coos ,Coos County,1710,1710,6
41013, Oregon,Crook ,Crook County,1864,1864,7
41015, Oregon,Curry ,Curry County,1669,1669,7
41017, Oregon,Deschutes ,Deschutes County,2859,2859,11
41019, Oregon,Douglas ,Douglas County,1562,1562,9
41021, Oregon,Gilliam ,Gilliam County,1258,1258,9
41023, Oregon,Grant ,Grant County,1544,1544,7
41025, Oregon,Harney ,Harney County,1325,1325,8
41027, Oregon,Hood River ,Hood River County,2502,2502,12
41029, Oregon,Jackson ,Jackson County,2474,2474,9
41031, Oregon,Jefferson ,Jefferson County,1952,1952,11
41033, Oregon,Josephine ,Josephine County,1458,1458,11
41035, Oregon,Klamath ,Klamath County,1312,1312,9
41037, Oregon,Lake ,Lake County,1360,1360,6
41039, Oregon,Lane ,Lane County,2561,2561,6
41041, Oregon,Lincoln ,Lincoln County,2339,2339,9
41043, Oregon,Linn ,Linn County,2452,2452,6
41045, Oregon,Malheur ,Malheur County,1405,1405,9
41047, Oregon,Marion ,Marion County,2602,2602,8
41049, Oregon,Morrow ,Morrow County,1661,1661,8
41051, Oregon,Multnomah ,Multnomah County,3768,3768,11
41053, Oregon,Polk ,Polk County,2601,2601,6
41055, Oregon,Sherman ,Sherman County,1334,1334,9
41057, Oregon,Tillamook ,Tillamook County,1788,1788,11
41059, Oregon,Umatilla ,Umatilla County,1865,1865,10
41061, Oregon,Union ,Union County,1666,1666,7
41063, Oregon,Wallowa ,Wallowa County,1574,1574,9
41065, Oregon,Wasco ,Wasco County,2324,2324,7
41067, Oregon,Washington ,Washington County,3784,3784,12
41069, Oregon,Wheeler ,Wheeler County,1422,1422,9
41071, Oregon,Yamhill ,Yamhill County,2714,2714,9
42001, Pennsylvania,Adams ,Adams County,2935,2935,7
42003, Pennsylvania,Allegheny ,Allegheny County,2965,2965,11
42005, Pennsylvania,Armstrong ,Armstrong County,1926,1926,11
42007, Pennsylvania,Beaver ,Beaver County,2264,2264,8
42009, Pennsylvania,Bedford ,Bedford County,1175,1175,9
42011, Pennsylvania,Berks ,Berks County,3635,3635,7
42013, Pennsylvania,Blair ,Blair County,1425,1425,7
42015, Pennsylvania,Bradford ,Bradford County,1731,1731,10
42017, Pennsylvania,Bucks ,Bucks County,4997,4997,7
42019, Pennsylvania,Butler ,Butler County,2501,2501,8
42021, Pennsylvania,Cambria ,Cambria County,1349,1349,9
42023, Pennsylvania,Cameron ,Cameron County,1311,1311,9
42025, Pennsylvania,Carbon ,Carbon County,2654,2654,8
42027, Pennsylvania,Centre ,Centre County,2774,2774,8
42029, Pennsylvania,Chester ,Chester County,5177,5177,9
42031, Pennsylvania,Clarion ,Clarion County,1359,1359,9
42033, Pennsylvania,Clearfield ,Clearfield County,1271,1271,12
42035, Pennsylvania,Clinton ,Clinton County,1782,1782,9
42037, Pennsylvania,Columbia ,Columbia County,1725,1725,10
42039, Pennsylvania,Crawford ,Crawford County,1828,1828,10
42041, Pennsylvania,Cumberland ,Cumberland County,2631,2631,12
42043, Pennsylvania,Dauphin ,Dauphin County,2740,2740,9
42045, Pennsylvania,Delaware ,Delaware County,5075,5075,10
42047, Pennsylvania,Elk ,Elk County,1509,1509,5
42049, Pennsylvania,Erie ,Erie County,2485,2485,6
42051, Pennsylvania,Fayette ,Fayette County,1277,1277,9
42053, Pennsylvania,Forest ,Forest County,1012,1012,8
42055, Pennsylvania,Franklin ,Franklin County,2123,2123,10
42057, Pennsylvania,Fulton ,Fulton County,1816,1816,8
42059, Pennsylvania,Greene ,Greene County,1645,1645,8
42061, Pennsylvania,Huntingdon ,Huntingdon County,1335,1335,12
42063, Pennsylvania,Indiana ,Indiana County,2050,2050,9
42065, Pennsylvania,Jefferson ,Jefferson County,1347,1347,11
42067, Pennsylvania,Juniata ,Juniata County,1649,1649,9
42069, Pennsylvania,Lackawanna ,Lackawanna County,2509,2509,12
42071, Pennsylvania,Lancaster ,Lancaster County,3392,3392,11
42073, Pennsylvania,Lawrence ,Lawrence County,1670,1670,10
42075, Pennsylvania,Lebanon ,Lebanon County,2729,2729,9
42077, Pennsylvania,Lehigh ,Lehigh County,3779,3779,8
42079, Pennsylvania,Luzerne ,Luzerne County,2069,2069,9
42081, Pennsylvania,Lycoming ,Lycoming County,2168,2168,10
42083, Pennsylvania,McKean ,McKean County,1370,1370,8
42085, Pennsylvania,Mercer ,Mercer County,1649,1649,8
42087, Pennsylvania,Mifflin ,Mifflin County,1829,1829,9
42089, Pennsylvania,Monroe ,Monroe County,4112,4112,8
42091, Pennsylvania,Montgomery ,Montgomery County,4777,4777,12
42093, Pennsylvania,Montour ,Montour County,1925,1925,9
42095, Pennsylvania,Northampton ,Northampton County,4268,4268,13
42097, Pennsylvania,Northumberland ,Northumberland County,1432,1432,16
42099, Pennsylvania,Perry ,Perry County,2220,2220,7
42101, Pennsylvania,Philadelphia ,Philadelphia County,1547,1547,14
42103, Pennsylvania,Pike ,Pike County,3290,3290,6
42105, Pennsylvania,Potter ,Potter County,1559,1559,8
42107, Pennsylvania,Schuylkill ,Schuylkill County,1602,1602,12
42109, Pennsylvania,Snyder ,Snyder County,2145,2145,8
42111, Pennsylvania,Somerset ,Somerset County,1278,1278,10
42113, Pennsylvania,Sullivan ,Sullivan County,1383,1383,10
42115, Pennsylvania,Susquehanna ,Susquehanna County,2045,2045,13
42117, Pennsylvania,Tioga ,Tioga County,1866,1866,7
42119, Pennsylvania,Union ,Union County,2393,2393,7
42121, Pennsylvania,Venango ,Venango County,1316,1316,9
42123, Pennsylvania,Warren ,Warren County,1463,1463,8
42125, Pennsylvania,Washington ,Washington County,1942,1942,12
42127, Pennsylvania,Wayne ,Wayne County,2503,2503,7
42129, Pennsylvania,Westmoreland ,Westmoreland County,2194,2194,14
42131, Pennsylvania,Wyoming ,Wyoming County,2394,2394,9
42133, Pennsylvania,York ,York County,3330,3330,6
44001, Rhode Island,Bristol ,Bristol County,5553,5553,9
44003, Rhode Island,Kent ,Kent County,4002,4002,6
44005, Rhode Island,Newport ,Newport County,4582,4582,9
44007, Rhode Island,Providence ,Providence County,3992,3992,12
44009, Rhode Island,Washington ,Washington County,4299,4299,12
45001, South Carolina,Abbeville ,Abbeville County,522,522,11
45003, South Carolina,Aiken ,Aiken County,667,667,7
45005, South Carolina,Allendale ,Allendale County,356,356,11
45007, South Carolina,Anderson ,Anderson County,785,785,10
45009, South Carolina,Bamberg ,Bamberg County,619,619,9
45011, South Carolina,Barnwell ,Barnwell County,597,597,10
45013, South Carolina,Beaufort ,Beaufort County,1466,1466,10
45015, South Carolina,Berkeley ,Berkeley County,947,947,10
45017, South Carolina,Calhoun ,Calhoun County,640,640,9
45019, South Carolina,Charleston ,Charleston County,1378,1378,12
45021, South Carolina,Cherokee ,Cherokee County,504,504,10
45023, South Carolina,Chester ,Chester County,654,654,9
45025, South Carolina,Chesterfield ,Chesterfield County,366,366,14
45027, South Carolina,Clarendon ,Clarendon County,610,610,11
45029, South Carolina,Colleton ,Colleton County,557,557,10
45031, South Carolina,Darlington ,Darlington County,383,383,12
45033, South Carolina,Dillon ,Dillon County,399,399,8
45035, South Carolina,Dorchester ,Dorchester County,1310,1310,12
45037, South Carolina,Edgefield ,Edgefield County,667,667,11
45039, South Carolina,Fairfield ,Fairfield County,613,613,11
45041, South Carolina,Florence ,Florence County,553,553,10
45043, South Carolina,Georgetown ,Georgetown County,986,986,12
45045, South Carolina,Greenville ,Greenville County,1184,1184,12
45047, South Carolina,Greenwood ,Greenwood County,815,815,11
45049, South Carolina,Hampton ,Hampton County,575,575,9
45051, South Carolina,Horry ,Horry County,652,652,7
45053, South Carolina,Jasper ,Jasper County,964,964,8
45055, South Carolina,Kershaw ,Kershaw County,688,688,9
45057, South Carolina,Lancaster ,Lancaster County,1010,1010,11
45059, South Carolina,Laurens ,Laurens County,505,505,9
45061, South Carolina,Lee ,Lee County,496,496,5
45063, South Carolina,Lexington ,Lexington County,852,852,11
45065, South Carolina,McCormick ,McCormick County,725,725,11
45067, South Carolina,Marion ,Marion County,390,390,8
45069, South Carolina,Marlboro ,Marlboro County,365,365,10
45071, South Carolina,Newberry ,Newberry County,839,839,10
45073, South Carolina,Oconee ,Oconee County,702,702,8
45075, South Carolina,Orangeburg ,Orangeburg County,628,628,12
45077, South Carolina,Pickens ,Pickens County,649,649,9
45079, South Carolina,Richland ,Richland County,1250,1250,10
45081, South Carolina,Saluda ,Saluda County,696,696,8
45083, South Carolina,Spartanburg ,Spartanburg County,854,854,13
45085, South Carolina,Sumter ,Sumter County,717,717,8
45087, South Carolina,Union ,Union County,545,545,7
45089, South Carolina,Williamsburg ,Williamsburg County,526,526,14
45091, South Carolina,York ,York County,1159,1159,6
46003, South Dakota,Aurora ,Aurora County,1190,1190,8
46005, South Dakota,Beadle ,Beadle County,1600,1600,8
46007, South Dakota,Bennett ,Bennett County,1379,1379,9
46009, South Dakota,Bon Homme ,Bon Homme County,1343,1343,11
46011, South Dakota,Brookings ,Brookings County,2369,2369,11
46013, South Dakota,Brown ,Brown County,2128,2128,7
46015, South Dakota,Brule ,Brule County,1459,1459,7
46017, South Dakota,Buffalo ,Buffalo County,810,810,9
46019, South Dakota,Butte ,Butte County,1642,1642,7
46021, South Dakota,Campbell ,Campbell County,1148,1148,10
46023, South Dakota,Charles Mix ,Charles Mix County,1251,1251,13
46025, South Dakota,Clark ,Clark County,1006,1006,7
46027, South Dakota,Clay ,Clay County,2213,2213,6
46029, South Dakota,Codington ,Codington County,1908,1908,11
46031, South Dakota,Corson ,Corson County,779,779,8
46033, South Dakota,Custer ,Custer County,2267,2267,8
46035, South Dakota,Davison ,Davison County,2076,2076,9
46037, South Dakota,Day ,Day County,1257,1257,5
46039, South Dakota,Deuel ,Deuel County,1426,1426,7
46041, South Dakota,Dewey ,Dewey County,906,906,7
46043, South Dakota,Douglas ,Douglas County,1219,1219,9
46045, South Dakota,Edmunds ,Edmunds County,1144,1144,9
46047, South Dakota,Fall River ,Fall River County,1818,1818,12
46049, South Dakota,Faulk ,Faulk County,862,862,7
46051, South Dakota,Grant ,Grant County,1320,1320,7
46053, South Dakota,Gregory ,Gregory County,1056,1056,9
46055, South Dakota,Haakon ,Haakon County,1060,1060,8
46057, South Dakota,Hamlin ,Hamlin County,1567,1567,8
46059, South Dakota,Hand ,Hand County,1076,1076,6
46061, South Dakota,Hanson ,Hanson County,1367,1367,8
46063, South Dakota,Harding ,Harding County,1453,1453,9
46065, South Dakota,Hughes ,Hughes County,2250,2250,8
46067, South Dakota,Hutchinson ,Hutchinson County,1343,1343,12
46069, South Dakota,Hyde ,Hyde County,1159,1159,6
46071, South Dakota,Jackson ,Jackson County,752,752,9
46073, South Dakota,Jerauld ,Jerauld County,939,939,9
46075, South Dakota,Jones ,Jones County,595,595,7
46077, South Dakota,Kingsbury ,Kingsbury County,1270,1270,11
46079, South Dakota,Lake ,Lake County,1878,1878,6
46081, South Dakota,Lawrence ,Lawrence County,2431,2431,10
46083, South Dakota,Lincoln ,Lincoln County,2974,2974,9
46085, South Dakota,Lyman ,Lyman County,954,954,7
46087, South Dakota,McCook ,McCook County,1513,1513,8
46089, South Dakota,McPherson ,McPherson County,943,943,11
46091, South Dakota,Marshall ,Marshall County,1376,1376,10
46093, South Dakota,Meade ,Meade County,2360,2360,7
46095, South Dakota,Mellette ,Mellette County,845,845,10
46097, South Dakota,Miner ,Miner County,981,981,7
46099, South Dakota,Minnehaha ,Minnehaha County,2486,2486,11
46101, South Dakota,Moody ,Moody County,1728,1728,7
46102, South Dakota,Oglala Lakota ,Oglala Lakota County,,-,15
46103, South Dakota,Pennington ,Pennington County,2535,2535,12
46105, South Dakota,Perkins ,Perkins County,1157,1157,9
46107, South Dakota,Potter ,Potter County,1182,1182,8
46109, South Dakota,Roberts ,Roberts County,1298,1298,9
46111, South Dakota,Sanborn ,Sanborn County,984,984,9
46115, South Dakota,Spink ,Spink County,1282,1282,7
46117, South Dakota,Stanley ,Stanley County,1872,1872,9
46119, South Dakota,Sully ,Sully County,1265,1265,7
46121, South Dakota,Todd ,Todd County,902,902,6
46123, South Dakota,Tripp ,Tripp County,1008,1008,7
46125, South Dakota,Turner ,Turner County,1528,1528,8
46127, South Dakota,Union ,Union County,2289,2289,7
46129, South Dakota,Walworth ,Walworth County,1343,1343,10
46135, South Dakota,Yankton ,Yankton County,1821,1821,9
46137, South Dakota,Ziebach ,Ziebach County,560,560,9
47001, Tennessee,Anderson ,Anderson County,1125,1125,10
47003, Tennessee,Bedford ,Bedford County,920,920,9
47005, Tennessee,Benton ,Benton County,661,661,8
47007, Tennessee,Bledsoe ,Bledsoe County,558,558,9
47009, Tennessee,Blount ,Blount County,1089,1089,8
47011, Tennessee,Bradley ,Bradley County,922,922,9
47013, Tennessee,Campbell ,Campbell County,553,553,10
47015, Tennessee,Cannon ,Cannon County,913,913,8
47017, Tennessee,Carroll ,Carroll County,715,715,9
47019, Tennessee,Carter ,Carter County,729,729,8
47021, Tennessee,Cheatham ,Cheatham County,1145,1145,10
47023, Tennessee,Chester ,Chester County,720,720,9
47025, Tennessee,Claiborne ,Claiborne County,624,624,11
47027, Tennessee,Clay ,Clay County,644,644,6
47029, Tennessee,Cocke ,Cocke County,755,755,7
47031, Tennessee,Coffee ,Coffee County,1107,1107,8
47033, Tennessee,Crockett ,Crockett County,735,735,10
47035, Tennessee,Cumberland ,Cumberland County,548,548,12
47037, Tennessee,Davidson ,Davidson County,1799,1799,10
47039, Tennessee,Decatur ,Decatur County,489,489,9
47041, Tennessee,DeKalb ,DeKalb County,601,601,8
47043, Tennessee,Dickson ,Dickson County,1053,1053,9
47045, Tennessee,Dyer ,Dyer County,783,783,6
47047, Tennessee,Fayette ,Fayette County,773,773,9
47049, Tennessee,Fentress ,Fentress County,443,443,10
47051, Tennessee,Franklin ,Franklin County,933,933,10
47053, Tennessee,Gibson ,Gibson County,855,855,8
47055, Tennessee,Giles ,Giles County,796,796,7
47057, Tennessee,Grainger ,Grainger County,647,647,10
47059, Tennessee,Greene ,Greene County,633,633,8
47061, Tennessee,Grundy ,Grundy County,448,448,8
47063, Tennessee,Hamblen ,Hamblen County,708,708,9
47065, Tennessee,Hamilton ,Hamilton County,1522,1522,10
47067, Tennessee,Hancock ,Hancock County,548,548,9
47069, Tennessee,Hardeman ,Hardeman County,641,641,10
47071, Tennessee,Hardin ,Hardin County,547,547,8
47073, Tennessee,Hawkins ,Hawkins County,835,835,9
47075, Tennessee,Haywood ,Haywood County,799,799,9
47077, Tennessee,Henderson ,Henderson County,596,596,11
47079, Tennessee,Henry ,Henry County,647,647,7
47081, Tennessee,Hickman ,Hickman County,745,745,9
47083, Tennessee,Houston ,Houston County,755,755,9
47085, Tennessee,Humphreys ,Humphreys County,660,660,11
47087, Tennessee,Jackson ,Jackson County,655,655,9
47089, Tennessee,Jefferson ,Jefferson County,836,836,11
47091, Tennessee,Johnson ,Johnson County,536,536,9
47093, Tennessee,Knox ,Knox County,1177,1177,6
47095, Tennessee,Lake ,Lake County,592,592,6
47097, Tennessee,Lauderdale ,Lauderdale County,705,705,12
47099, Tennessee,Lawrence ,Lawrence County,729,729,10
47101, Tennessee,Lewis ,Lewis County,560,560,7
47103, Tennessee,Lincoln ,Lincoln County,691,691,9
47105, Tennessee,Loudon ,Loudon County,930,930,8
47107, Tennessee,McMinn ,McMinn County,605,605,8
47109, Tennessee,McNairy ,McNairy County,515,515,9
47111, Tennessee,Macon ,Macon County,689,689,7
47113, Tennessee,Madison ,Madison County,950,950,9
47115, Tennessee,Marion ,Marion County,681,681,8
47117, Tennessee,Marshall ,Marshall County,970,970,10
47119, Tennessee,Maury ,Maury County,1130,1130,7
47121, Tennessee,Meigs ,Meigs County,629,629,7
47123, Tennessee,Monroe ,Monroe County,705,705,8
47125, Tennessee,Montgomery ,Montgomery County,1343,1343,12
47127, Tennessee,Moore ,Moore County,957,957,7
47129, Tennessee,Morgan ,Morgan County,709,709,8
47131, Tennessee,Obion ,Obion County,642,642,7
47133, Tennessee,Overton ,Overton County,523,523,9
47135, Tennessee,Perry ,Perry County,483,483,7
47137, Tennessee,Pickett ,Pickett County,559,559,9
47139, Tennessee,Polk ,Polk County,708,708,6
47141, Tennessee,Putnam ,Putnam County,1058,1058,8
47143, Tennessee,Rhea ,Rhea County,626,626,6
47145, Tennessee,Roane ,Roane County,933,933,7
