fips,state,county,county,med_ re_taxes_paid,med_ re_taxes_paid_real,Location 
21053, Kentucky,Clinton ,Clinton County,412,412,9
21055, Kentucky,Crittenden ,Crittenden County,589,589,12
21057, Kentucky,Cumberland ,Cumberland County,588,588,12
21059, Kentucky,Daviess ,Daviess County,1236,1236,9
21061, Kentucky,Edmonson ,Edmonson County,629,629,10
21063, Kentucky,Elliott ,Elliott County,499,499,9
21065, Kentucky,Estill ,Estill County,601,601,8
21067, Kentucky,Fayette ,Fayette County,1767,1767,9
21069, Kentucky,Fleming ,Fleming County,702,702,9
21071, Kentucky,Floyd ,Floyd County,608,608,7
21073, Kentucky,Franklin ,Franklin County,1365,1365,10
21075, Kentucky,Fulton ,Fulton County,493,493,8
21077, Kentucky,Gallatin ,Gallatin County,1195,1195,10
21079, Kentucky,Garrard ,Garrard County,1159,1159,9
21081, Kentucky,Grant ,Grant County,1050,1050,7
21083, Kentucky,Graves ,Graves County,657,657,8
21085, Kentucky,Grayson ,Grayson County,651,651,9
21087, Kentucky,Green ,Green County,597,597,7
21089, Kentucky,Greenup ,Greenup County,1074,1074,9
21091, Kentucky,Hancock ,Hancock County,774,774,9
21093, Kentucky,Hardin ,Hardin County,1189,1189,8
21095, Kentucky,Harlan ,Harlan County,548,548,8
21097, Kentucky,Harrison ,Harrison County,1018,1018,10
21099, Kentucky,Hart ,Hart County,654,654,6
21101, Kentucky,Henderson ,Henderson County,1108,1108,11
21103, Kentucky,Henry ,Henry County,1223,1223,7
21105, Kentucky,Hickman ,Hickman County,635,635,9
21107, Kentucky,Hopkins ,Hopkins County,882,882,9
21109, Kentucky,Jackson ,Jackson County,593,593,9
21111, Kentucky,Jefferson ,Jefferson County,1525,1525,11
21113, Kentucky,Jessamine ,Jessamine County,1598,1598,11
21115, Kentucky,Johnson ,Johnson County,570,570,9
21117, Kentucky,Kenton ,Kenton County,1757,1757,8
21119, Kentucky,Knott ,Knott County,426,426,7
21121, Kentucky,Knox ,Knox County,558,558,6
21123, Kentucky,Larue ,Larue County,752,752,7
21125, Kentucky,Laurel ,Laurel County,690,690,8
21127, Kentucky,Lawrence ,Lawrence County,657,657,10
21129, Kentucky,Lee ,Lee County,556,556,5
21131, Kentucky,Leslie ,Leslie County,439,439,8
21133, Kentucky,Letcher ,Letcher County,421,421,9
21135, Kentucky,Lewis ,Lewis County,495,495,7
21137, Kentucky,Lincoln ,Lincoln County,723,723,9
21139, Kentucky,Livingston ,Livingston County,638,638,12
21141, Kentucky,Logan ,Logan County,818,818,7
21143, Kentucky,Lyon ,Lyon County,879,879,6
21145, Kentucky,McCracken ,McCracken County,1039,1039,11
21147, Kentucky,McCreary ,McCreary County,440,440,10
21149, Kentucky,McLean ,McLean County,667,667,8
21151, Kentucky,Madison ,Madison County,1263,1263,9
21153, Kentucky,Magoffin ,Magoffin County,414,414,10
21155, Kentucky,Marion ,Marion County,790,790,8
21157, Kentucky,Marshall ,Marshall County,962,962,10
21159, Kentucky,Martin ,Martin County,501,501,8
21161, Kentucky,Mason ,Mason County,904,904,7
21163, Kentucky,Meade ,Meade County,1210,1210,7
21165, Kentucky,Menifee ,Menifee County,495,495,9
21167, Kentucky,Mercer ,Mercer County,1228,1228,8
21169, Kentucky,Metcalfe ,Metcalfe County,674,674,10
21171, Kentucky,Monroe ,Monroe County,539,539,8
21173, Kentucky,Montgomery ,Montgomery County,930,930,12
21175, Kentucky,Morgan ,Morgan County,547,547,8
21177, Kentucky,Muhlenberg ,Muhlenberg County,565,565,12
21179, Kentucky,Nelson ,Nelson County,1333,1333,8
21181, Kentucky,Nicholas ,Nicholas County,588,588,10
21183, Kentucky,Ohio ,Ohio County,585,585,6
21185, Kentucky,Oldham ,Oldham County,2695,2695,8
21187, Kentucky,Owen ,Owen County,835,835,6
21189, Kentucky,Owsley ,Owsley County,562,562,8
21191, Kentucky,Pendleton ,Pendleton County,1109,1109,11
21193, Kentucky,Perry ,Perry County,514,514,7
21195, Kentucky,Pike ,Pike County,540,540,6
21197, Kentucky,Powell ,Powell County,495,495,8
21199, Kentucky,Pulaski ,Pulaski County,727,727,9
21201, Kentucky,Robertson ,Robertson County,805,805,11
21203, Kentucky,Rockcastle ,Rockcastle County,550,550,12
21205, Kentucky,Rowan ,Rowan County,858,858,7
21207, Kentucky,Russell ,Russell County,675,675,9
21209, Kentucky,Scott ,Scott County,1277,1277,7
21211, Kentucky,Shelby ,Shelby County,1634,1634,8
21213, Kentucky,Simpson ,Simpson County,941,941,9
21215, Kentucky,Spencer ,Spencer County,1596,1596,9
21217, Kentucky,Taylor ,Taylor County,915,915,8
21219, Kentucky,Todd ,Todd County,605,605,6
21221, Kentucky,Trigg ,Trigg County,812,812,7
21223, Kentucky,Trimble ,Trimble County,905,905,9
21225, Kentucky,Union ,Union County,748,748,7
21227, Kentucky,Warren ,Warren County,1207,1207,8
21229, Kentucky,Washington ,Washington County,865,865,12
21231, Kentucky,Wayne ,Wayne County,588,588,7
21233, Kentucky,Webster ,Webster County,616,616,9
21235, Kentucky,Whitley ,Whitley County,598,598,9
21237, Kentucky,Wolfe ,Wolfe County,419,419,7
21239, Kentucky,Woodford ,Woodford County,1475,1475,10
22001, Louisiana,Acadia ,Acadia Parish,292,292,8
22003, Louisiana,Allen ,Allen Parish,0,200-,7
22005, Louisiana,Ascension ,Ascension Parish,1058,1058,11
22007, Louisiana,Assumption ,Assumption Parish,434,434,12
22009, Louisiana,Avoyelles ,Avoyelles Parish,0,200-,11
22011, Louisiana,Beauregard ,Beauregard Parish,405,405,12
22013, Louisiana,Bienville ,Bienville Parish,0,200-,11
22015, Louisiana,Bossier ,Bossier Parish,1012,1012,9
22017, Louisiana,Caddo ,Caddo Parish,963,963,7
22019, Louisiana,Calcasieu ,Calcasieu Parish,644,644,11
22021, Louisiana,Caldwell ,Caldwell Parish,317,317,10
22023, Louisiana,Cameron ,Cameron Parish,711,711,9
22025, Louisiana,Catahoula ,Catahoula Parish,222,222,11
22027, Louisiana,Claiborne ,Claiborne Parish,235,235,11
22029, Louisiana,Concordia ,Concordia Parish,227,227,11
22031, Louisiana,De Soto ,De Soto Parish,353,353,9
22033, Louisiana,East Baton Rouge ,East Baton Rouge Parish,1137,1137,18
22035, Louisiana,East Carroll ,East Carroll Parish,344,344,14
22037, Louisiana,East Feliciana ,East Feliciana Parish,0,200-,16
22039, Louisiana,Evangeline ,Evangeline Parish,270,270,12
22041, Louisiana,Franklin ,Franklin Parish,296,296,10
22043, Louisiana,Grant ,Grant Parish,440,440,7
22045, Louisiana,Iberia ,Iberia Parish,410,410,8
22047, Louisiana,Iberville ,Iberville Parish,392,392,11
22049, Louisiana,Jackson ,Jackson Parish,321,321,9
22051, Louisiana,Jefferson ,Jefferson Parish,940,940,11
22053, Louisiana,Jefferson Davis ,Jefferson Davis Parish,344,344,17
22055, Louisiana,Lafayette ,Lafayette Parish,965,965,11
22057, Louisiana,Lafourche ,Lafourche Parish,596,596,11
22059, Louisiana,LaSalle ,LaSalle Parish,383,383,9
22061, Louisiana,Lincoln ,Lincoln Parish,754,754,9
22063, Louisiana,Livingston ,Livingston Parish,827,827,12
22065, Louisiana,Madison ,Madison Parish,0,200-,9
22067, Louisiana,Morehouse ,Morehouse Parish,393,393,11
22069, Louisiana,Natchitoches ,Natchitoches Parish,482,482,14
22071, Louisiana,Orleans ,Orleans Parish,1714,1714,9
22073, Louisiana,Ouachita ,Ouachita Parish,714,714,10
22075, Louisiana,Plaquemines ,Plaquemines Parish,939,939,13
22077, Louisiana,Pointe Coupee ,Pointe Coupee Parish,344,344,15
22079, Louisiana,Rapides ,Rapides Parish,632,632,9
22081, Louisiana,Red River ,Red River Parish,0,200-,11
22083, Louisiana,Richland ,Richland Parish,241,241,10
22085, Louisiana,Sabine ,Sabine Parish,321,321,8
22087, Louisiana,St. Bernard ,St. Bernard Parish,658,658,13
22089, Louisiana,St. Charles ,St. Charles Parish,1176,1176,13
22091, Louisiana,St. Helena ,St. Helena Parish,306,306,12
22093, Louisiana,St. James ,St. James Parish,693,693,11
22095, Louisiana,St. John the Baptist ,St. John the Baptist Parish,586,586,22
22097, Louisiana,St. Landry ,St. Landry Parish,289,289,12
22099, Louisiana,St. Martin ,St. Martin Parish,534,534,12
22101, Louisiana,St. Mary ,St. Mary Parish,401,401,10
22103, Louisiana,St. Tammany ,St. Tammany Parish,1720,1720,13
22105, Louisiana,Tangipahoa ,Tangipahoa Parish,693,693,12
22107, Louisiana,Tensas ,Tensas Parish,338,338,8
22109, Louisiana,Terrebonne ,Terrebonne Parish,557,557,12
22111, Louisiana,Union ,Union Parish,336,336,7
22113, Louisiana,Vermilion ,Vermilion Parish,337,337,11
22115, Louisiana,Vernon ,Vernon Parish,472,472,8
22117, Louisiana,Washington ,Washington Parish,333,333,12
22119, Louisiana,Webster ,Webster Parish,272,272,9
22121, Louisiana,West Baton Rouge ,West Baton Rouge Parish,871,871,18
22123, Louisiana,West Carroll ,West Carroll Parish,238,238,14
22125, Louisiana,West Feliciana ,West Feliciana Parish,1145,1145,16
22127, Louisiana,Winn ,Winn Parish,210,210,6
23001, Maine,Androscoggin ,Androscoggin County,2621,2621,14
23003, Maine,Aroostook ,Aroostook County,1433,1433,11
23005, Maine,Cumberland ,Cumberland County,3745,3745,12
23007, Maine,Franklin ,Franklin County,1739,1739,10
23009, Maine,Hancock ,Hancock County,2122,2122,9
23011, Maine,Kennebec ,Kennebec County,2129,2129,10
23013, Maine,Knox ,Knox County,2737,2737,6
23015, Maine,Lincoln ,Lincoln County,2294,2294,9
23017, Maine,Oxford ,Oxford County,1885,1885,8
23019, Maine,Penobscot ,Penobscot County,2042,2042,11
23021, Maine,Piscataquis ,Piscataquis County,1408,1408,13
23023, Maine,Sagadahoc ,Sagadahoc County,2770,2770,11
23025, Maine,Somerset ,Somerset County,1460,1460,10
23027, Maine,Waldo ,Waldo County,2082,2082,7
23029, Maine,Washington ,Washington County,1436,1436,12
23031, Maine,York ,York County,3070,3070,6
24001, Maryland,Allegany ,Allegany County,1478,1478,10
24003, Maryland,Anne Arundel ,Anne Arundel County,3078,3078,14
24005, Maryland,Baltimore ,Baltimore County,2977,2977,11
24009, Maryland,Calvert ,Calvert County,3330,3330,9
24011, Maryland,Caroline ,Caroline County,2165,2165,10
24013, Maryland,Carroll ,Carroll County,3356,3356,9
24015, Maryland,Cecil ,Cecil County,2622,2622,7
24017, Maryland,Charles ,Charles County,3585,3585,9
24019, Maryland,Dorchester ,Dorchester County,2060,2060,12
24021, Maryland,Frederick ,Frederick County,3653,3653,11
24023, Maryland,Garrett ,Garrett County,1461,1461,9
24025, Maryland,Harford ,Harford County,3086,3086,9
24027, Maryland,Howard ,Howard County,5582,5582,8
24029, Maryland,Kent ,Kent County,2714,2714,6
24031, Maryland,Montgomery ,Montgomery County,4498,4498,12
24033, Maryland,Prince George's ,Prince George's County,3727,3727,17
24035, Maryland,Queen Anne's ,Queen Anne's County,2957,2957,14
24037, Maryland,St. Mary's ,St. Mary's County,2837,2837,12
24039, Maryland,Somerset ,Somerset County,1486,1486,10
24041, Maryland,Talbot ,Talbot County,2249,2249,8
24043, Maryland,Washington ,Washington County,2174,2174,12
24045, Maryland,Wicomico ,Wicomico County,1836,1836,10
24047, Maryland,Worcester ,Worcester County,2188,2188,11
24510, Maryland,Baltimore ,Baltimore city,2696,2696,11
25001, Massachusetts,Barnstable ,Barnstable County,3069,3069,12
25003, Massachusetts,Berkshire ,Berkshire County,3006,3006,11
25005, Massachusetts,Bristol ,Bristol County,3566,3566,9
25007, Massachusetts,Dukes ,Dukes County,3910,3910,7
25009, Massachusetts,Essex ,Essex County,4875,4875,7
25011, Massachusetts,Franklin ,Franklin County,3709,3709,10
25013, Massachusetts,Hampden ,Hampden County,3475,3475,9
25015, Massachusetts,Hampshire ,Hampshire County,4230,4230,11
25017, Massachusetts,Middlesex ,Middlesex County,5841,5841,11
25019, Massachusetts,Nantucket ,Nantucket County,3236,3236,11
25021, Massachusetts,Norfolk ,Norfolk County,5592,5592,9
25023, Massachusetts,Plymouth ,Plymouth County,4835,4835,10
25025, Massachusetts,Suffolk ,Suffolk County,3559,3559,9
25027, Massachusetts,Worcester ,Worcester County,4015,4015,11
26001, Michigan,Alcona ,Alcona County,1105,1105,8
26003, Michigan,Alger ,Alger County,1395,1395,7
26005, Michigan,Allegan ,Allegan County,2163,2163,9
26007, Michigan,Alpena ,Alpena County,1289,1289,8
26009, Michigan,Antrim ,Antrim County,1681,1681,8
26011, Michigan,Arenac ,Arenac County,1355,1355,8
26013, Michigan,Baraga ,Baraga County,1524,1524,8
26015, Michigan,Barry ,Barry County,1968,1968,7
26017, Michigan,Bay ,Bay County,1844,1844,5
26019, Michigan,Benzie ,Benzie County,1623,1623,8
26021, Michigan,Berrien ,Berrien County,1861,1861,9
26023, Michigan,Branch ,Branch County,1494,1494,8
26025, Michigan,Calhoun ,Calhoun County,2002,2002,9
26027, Michigan,Cass ,Cass County,1527,1527,6
26029, Michigan,Charlevoix ,Charlevoix County,1854,1854,12
26031, Michigan,Cheboygan ,Cheboygan County,1275,1275,11
26033, Michigan,Chippewa ,Chippewa County,1493,1493,10
26035, Michigan,Clare ,Clare County,1173,1173,7
26037, Michigan,Clinton ,Clinton County,2558,2558,9
26039, Michigan,Crawford ,Crawford County,1320,1320,10
26041, Michigan,Delta ,Delta County,1485,1485,7
26043, Michigan,Dickinson ,Dickinson County,1563,1563,11
26045, Michigan,Eaton ,Eaton County,2478,2478,7
26047, Michigan,Emmet ,Emmet County,2017,2017,7
26049, Michigan,Genesee ,Genesee County,1902,1902,9
26051, Michigan,Gladwin ,Gladwin County,1403,1403,9
26053, Michigan,Gogebic ,Gogebic County,1306,1306,9
26055, Michigan,Grand Traverse ,Grand Traverse County,2456,2456,16
26057, Michigan,Gratiot ,Gratiot County,1439,1439,9
26059, Michigan,Hillsdale ,Hillsdale County,1384,1384,11
26061, Michigan,Houghton ,Houghton County,1478,1478,10
26063, Michigan,Huron ,Huron County,1426,1426,7
26065, Michigan,Ingham ,Ingham County,2820,2820,8
26067, Michigan,Ionia ,Ionia County,1659,1659,7
26069, Michigan,Iosco ,Iosco County,1081,1081,7
26071, Michigan,Iron ,Iron County,1215,1215,6
26073, Michigan,Isabella ,Isabella County,1960,1960,10
26075, Michigan,Jackson ,Jackson County,1838,1838,9
26077, Michigan,Kalamazoo ,Kalamazoo County,2655,2655,11
26079, Michigan,Kalkaska ,Kalkaska County,1237,1237,10
26081, Michigan,Kent ,Kent County,2463,2463,6
26083, Michigan,Keweenaw ,Keweenaw County,1326,1326,10
26085, Michigan,Lake ,Lake County,1169,1169,6
26087, Michigan,Lapeer ,Lapeer County,1695,1695,8
26089, Michigan,Leelanau ,Leelanau County,2220,2220,10
26091, Michigan,Lenawee ,Lenawee County,2083,2083,9
26093, Michigan,Livingston ,Livingston County,2728,2728,12
26095, Michigan,Luce ,Luce County,970,970,6
26097, Michigan,Mackinac ,Mackinac County,1394,1394,10
26099, Michigan,Macomb ,Macomb County,2655,2655,8
26101, Michigan,Manistee ,Manistee County,1535,1535,10
26103, Michigan,Marquette ,Marquette County,1662,1662,11
26105, Michigan,Mason ,Mason County,1820,1820,7
26107, Michigan,Mecosta ,Mecosta County,1416,1416,9
26109, Michigan,Menominee ,Menominee County,1255,1255,11
26111, Michigan,Midland ,Midland County,2373,2373,9
26113, Michigan,Missaukee ,Missaukee County,1243,1243,11
26115, Michigan,Monroe ,Monroe County,2031,2031,8
26117, Michigan,Montcalm ,Montcalm County,1451,1451,10
26119, Michigan,Montmorency ,Montmorency County,1141,1141,13
26121, Michigan,Muskegon ,Muskegon County,1805,1805,10
26123, Michigan,Newaygo ,Newaygo County,1571,1571,9
26125, Michigan,Oakland ,Oakland County,3538,3538,9
26127, Michigan,Oceana ,Oceana County,1460,1460,8
26129, Michigan,Ogemaw ,Ogemaw County,1140,1140,8
26131, Michigan,Ontonagon ,Ontonagon County,1043,1043,11
26133, Michigan,Osceola ,Osceola County,1254,1254,9
26135, Michigan,Oscoda ,Oscoda County,936,936,8
26137, Michigan,Otsego ,Otsego County,1453,1453,8
26139, Michigan,Ottawa ,Ottawa County,2473,2473,8
26141, Michigan,Presque Isle ,Presque Isle County,1219,1219,14
26143, Michigan,Roscommon ,Roscommon County,1258,1258,11
26145, Michigan,Saginaw ,Saginaw County,1727,1727,9
26147, Michigan,St. Clair ,St. Clair County,2009,2009,11
26149, Michigan,St. Joseph ,St. Joseph County,1480,1480,12
26151, Michigan,Sanilac ,Sanilac County,1303,1303,9
26153, Michigan,Schoolcraft ,Schoolcraft County,1222,1222,13
26155, Michigan,Shiawassee ,Shiawassee County,1701,1701,12
26157, Michigan,Tuscola ,Tuscola County,1511,1511,9
26159, Michigan,Van Buren ,Van Buren County,1987,1987,11
26161, Michigan,Washtenaw ,Washtenaw County,4232,4232,11
26163, Michigan,Wayne ,Wayne County,2412,2412,7
26165, Michigan,Wexford ,Wexford County,1389,1389,9
27001, Minnesota,Aitkin ,Aitkin County,983,983,8
27003, Minnesota,Anoka ,Anoka County,2420,2420,7
27005, Minnesota,Becker ,Becker County,1475,1475,8
27007, Minnesota,Beltrami ,Beltrami County,1628,1628,10
27009, Minnesota,Benton ,Benton County,1985,1985,8
27011, Minnesota,Big Stone ,Big Stone County,841,841,11
27013, Minnesota,Blue Earth ,Blue Earth County,1749,1749,12
27015, Minnesota,Brown ,Brown County,1462,1462,7
27017, Minnesota,Carlton ,Carlton County,2053,2053,9
27019, Minnesota,Carver ,Carver County,3481,3481,8
27021, Minnesota,Cass ,Cass County,1146,1146,6
27023, Minnesota,Chippewa ,Chippewa County,1197,1197,10
27025, Minnesota,Chisago ,Chisago County,2753,2753,9
27027, Minnesota,Clay ,Clay County,1984,1984,6
27029, Minnesota,Clearwater ,Clearwater County,1006,1006,12
27031, Minnesota,Cook ,Cook County,1692,1692,6
27033, Minnesota,Cottonwood ,Cottonwood County,1153,1153,12
27035, Minnesota,Crow Wing ,Crow Wing County,1499,1499,11
27037, Minnesota,Dakota ,Dakota County,2763,2763,8
27039, Minnesota,Dodge ,Dodge County,1985,1985,7
27041, Minnesota,Douglas ,Douglas County,1878,1878,9
27043, Minnesota,Faribault ,Faribault County,957,957,11
27045, Minnesota,Fillmore ,Fillmore County,1419,1419,10
27047, Minnesota,Freeborn ,Freeborn County,1226,1226,10
27049, Minnesota,Goodhue ,Goodhue County,2157,2157,9
27051, Minnesota,Grant ,Grant County,1322,1322,7
27053, Minnesota,Hennepin ,Hennepin County,3336,3336,10
27055, Minnesota,Houston ,Houston County,2035,2035,9
27057, Minnesota,Hubbard ,Hubbard County,1501,1501,9
27059, Minnesota,Isanti ,Isanti County,2209,2209,8
27061, Minnesota,Itasca ,Itasca County,1239,1239,8
27063, Minnesota,Jackson ,Jackson County,1184,1184,9
27065, Minnesota,Kanabec ,Kanabec County,1672,1672,9
27067, Minnesota,Kandiyohi ,Kandiyohi County,1659,1659,11
27069, Minnesota,Kittson ,Kittson County,763,763,9
27071, Minnesota,Koochiching ,Koochiching County,825,825,13
27073, Minnesota,Lac qui Parle ,Lac qui Parle County,905,905,15
27075, Minnesota,Lake ,Lake County,1326,1326,6
27077, Minnesota,Lake of the Woods ,Lake of the Woods County,1146,1146,19
27079, Minnesota,Le Sueur ,Le Sueur County,2137,2137,10
27081, Minnesota,Lincoln ,Lincoln County,1161,1161,9
27083, Minnesota,Lyon ,Lyon County,1406,1406,6
27085, Minnesota,McLeod ,McLeod County,1857,1857,8
27087, Minnesota,Mahnomen ,Mahnomen County,1156,1156,10
27089, Minnesota,Marshall ,Marshall County,948,948,10
27091, Minnesota,Martin ,Martin County,1172,1172,8
27093, Minnesota,Meeker ,Meeker County,1557,1557,8
27095, Minnesota,Mille Lacs ,Mille Lacs County,1804,1804,12
27097, Minnesota,Morrison ,Morrison County,1562,1562,10
27099, Minnesota,Mower ,Mower County,1155,1155,7
27101, Minnesota,Murray ,Murray County,921,921,8
27103, Minnesota,Nicollet ,Nicollet County,2059,2059,10
27105, Minnesota,Nobles ,Nobles County,1150,1150,8
27107, Minnesota,Norman ,Norman County,1051,1051,8
27109, Minnesota,Olmsted ,Olmsted County,2388,2388,9
27111, Minnesota,Otter Tail ,Otter Tail County,1480,1480,12
27113, Minnesota,Pennington ,Pennington County,1548,1548,12
27115, Minnesota,Pine ,Pine County,1420,1420,6
27117, Minnesota,Pipestone ,Pipestone County,936,936,11
27119, Minnesota,Polk ,Polk County,1573,1573,6
27121, Minnesota,Pope ,Pope County,1490,1490,6
27123, Minnesota,Ramsey ,Ramsey County,2793,2793,8
27125, Minnesota,Red Lake ,Red Lake County,1268,1268,10
27127, Minnesota,Redwood ,Redwood County,1032,1032,9
27129, Minnesota,Renville ,Renville County,1171,1171,10
27131, Minnesota,Rice ,Rice County,2220,2220,6
27133, Minnesota,Rock ,Rock County,1031,1031,6
27135, Minnesota,Roseau ,Roseau County,1440,1440,8
27137, Minnesota,St. Louis ,St. Louis County,1521,1521,11
27139, Minnesota,Scott ,Scott County,3303,3303,7
27141, Minnesota,Sherburne ,Sherburne County,2416,2416,11
27143, Minnesota,Sibley ,Sibley County,1650,1650,8
27145, Minnesota,Stearns ,Stearns County,1955,1955,9
27147, Minnesota,Steele ,Steele County,1948,1948,8
27149, Minnesota,Stevens ,Stevens County,1384,1384,9
27151, Minnesota,Swift ,Swift County,976,976,7
27153, Minnesota,Todd ,Todd County,1393,1393,6
27155, Minnesota,Traverse ,Traverse County,946,946,10
27157, Minnesota,Wabasha ,Wabasha County,1966,1966,9
27159, Minnesota,Wadena ,Wadena County,1366,1366,8
27161, Minnesota,Waseca ,Waseca County,1708,1708,8
27163, Minnesota,Washington ,Washington County,2979,2979,12
27165, Minnesota,Watonwan ,Watonwan County,951,951,10
27167, Minnesota,Wilkin ,Wilkin County,1027,1027,8
27169, Minnesota,Winona ,Winona County,1606,1606,8
27171, Minnesota,Wright ,Wright County,2404,2404,8
27173, Minnesota,Yellow Medicine ,Yellow Medicine County,1125,1125,17
28001, Mississippi,Adams ,Adams County,766,766,7
28003, Mississippi,Alcorn ,Alcorn County,642,642,8
28005, Mississippi,Amite ,Amite County,439,439,7
28007, Mississippi,Attala ,Attala County,678,678,8
28009, Mississippi,Benton ,Benton County,378,378,8
28011, Mississippi,Bolivar ,Bolivar County,884,884,9
28013, Mississippi,Calhoun ,Calhoun County,669,669,9
28015, Mississippi,Carroll ,Carroll County,717,717,9
28017, Mississippi,Chickasaw ,Chickasaw County,666,666,11
28019, Mississippi,Choctaw ,Choctaw County,396,396,9
28021, Mississippi,Claiborne ,Claiborne County,518,518,11
28023, Mississippi,Clarke ,Clarke County,510,510,8
28025, Mississippi,Clay ,Clay County,598,598,6
28027, Mississippi,Coahoma ,Coahoma County,830,830,9
28029, Mississippi,Copiah ,Copiah County,607,607,8
28031, Mississippi,Covington ,Covington County,446,446,11
28033, Mississippi,DeSoto ,DeSoto County,1253,1253,8
28035, Mississippi,Forrest ,Forrest County,1139,1139,9
28037, Mississippi,Franklin ,Franklin County,491,491,10
28039, Mississippi,George ,George County,821,821,8
28041, Mississippi,Greene ,Greene County,669,669,8
28043, Mississippi,Grenada ,Grenada County,848,848,9
28045, Mississippi,Hancock ,Hancock County,988,988,9
28047, Mississippi,Harrison ,Harrison County,1104,1104,10
28049, Mississippi,Hinds ,Hinds County,1206,1206,7
28051, Mississippi,Holmes ,Holmes County,530,530,8
28053, Mississippi,Humphreys ,Humphreys County,709,709,11
28055, Mississippi,Issaquena ,Issaquena County,,-,11
28057, Mississippi,Itawamba ,Itawamba County,723,723,10
28059, Mississippi,Jackson ,Jackson County,1072,1072,9
28061, Mississippi,Jasper ,Jasper County,609,609,8
28063, Mississippi,Jefferson ,Jefferson County,523,523,11
28065, Mississippi,Jefferson Davis ,Jefferson Davis County,550,550,17
28067, Mississippi,Jones ,Jones County,780,780,7
28069, Mississippi,Kemper ,Kemper County,387,387,8
28071, Mississippi,Lafayette ,Lafayette County,1429,1429,11
28073, Mississippi,Lamar ,Lamar County,1248,1248,7
28075, Mississippi,Lauderdale ,Lauderdale County,908,908,12
28077, Mississippi,Lawrence ,Lawrence County,641,641,10
28079, Mississippi,Leake ,Leake County,545,545,7
28081, Mississippi,Lee ,Lee County,1067,1067,5
28083, Mississippi,Leflore ,Leflore County,891,891,9
28085, Mississippi,Lincoln ,Lincoln County,761,761,9
28087, Mississippi,Lowndes ,Lowndes County,756,756,9
28089, Mississippi,Madison ,Madison County,1565,1565,9
28091, Mississippi,Marion ,Marion County,656,656,8
28093, Mississippi,Marshall ,Marshall County,944,944,10
28095, Mississippi,Monroe ,Monroe County,704,704,8
28097, Mississippi,Montgomery ,Montgomery County,691,691,12
28099, Mississippi,Neshoba ,Neshoba County,673,673,9
28101, Mississippi,Newton ,Newton County,660,660,8
28103, Mississippi,Noxubee ,Noxubee County,550,550,9
28105, Mississippi,Oktibbeha ,Oktibbeha County,1431,1431,11
28107, Mississippi,Panola ,Panola County,612,612,8
28109, Mississippi,Pearl River ,Pearl River County,932,932,13
28111, Mississippi,Perry ,Perry County,581,581,7
28113, Mississippi,Pike ,Pike County,760,760,6
28115, Mississippi,Pontotoc ,Pontotoc County,686,686,10
28117, Mississippi,Prentiss ,Prentiss County,707,707,10
28119, Mississippi,Quitman ,Quitman County,524,524,9
28121, Mississippi,Rankin ,Rankin County,1075,1075,8
28123, Mississippi,Scott ,Scott County,597,597,7
28125, Mississippi,Sharkey ,Sharkey County,659,659,9
28127, Mississippi,Simpson ,Simpson County,580,580,9
28129, Mississippi,Smith ,Smith County,527,527,7
28131, Mississippi,Stone ,Stone County,857,857,7
28133, Mississippi,Sunflower ,Sunflower County,899,899,11
28135, Mississippi,Tallahatchie ,Tallahatchie County,592,592,14
28137, Mississippi,Tate ,Tate County,1139,1139,6
28139, Mississippi,Tippah ,Tippah County,633,633,8
28141, Mississippi,Tishomingo ,Tishomingo County,444,444,12
28143, Mississippi,Tunica ,Tunica County,459,459,8
28145, Mississippi,Union ,Union County,690,690,7
28147, Mississippi,Walthall ,Walthall County,628,628,10
28149, Mississippi,Warren ,Warren County,867,867,8
28151, Mississippi,Washington ,Washington County,702,702,12
28153, Mississippi,Wayne ,Wayne County,547,547,7
28155, Mississippi,Webster ,Webster County,597,597,9
28157, Mississippi,Wilkinson ,Wilkinson County,548,548,11
28159, Mississippi,Winston ,Winston County,606,606,9
28161, Mississippi,Yalobusha ,Yalobusha County,572,572,11
28163, Mississippi,Yazoo ,Yazoo County,752,752,7
29001, Missouri,Adair ,Adair County,1014,1014,7
29003, Missouri,Andrew ,Andrew County,1285,1285,8
29005, Missouri,Atchison ,Atchison County,934,934,10
29007, Missouri,Audrain ,Audrain County,997,997,9
29009, Missouri,Barry ,Barry County,791,791,7
29011, Missouri,Barton ,Barton County,895,895,8
29013, Missouri,Bates ,Bates County,861,861,7
29015, Missouri,Benton ,Benton County,721,721,8
29017, Missouri,Bollinger ,Bollinger County,658,658,11
29019, Missouri,Boone ,Boone County,1754,1754,7
29021, Missouri,Buchanan ,Buchanan County,1080,1080,10
29023, Missouri,Butler ,Butler County,732,732,8
29025, Missouri,Caldwell ,Caldwell County,961,961,10
29027, Missouri,Callaway ,Callaway County,1109,1109,10
29029, Missouri,Camden ,Camden County,1109,1109,8
29031, Missouri,Cape Girardeau ,Cape Girardeau County,1183,1183,16
29033, Missouri,Carroll ,Carroll County,868,868,9
29035, Missouri,Carter ,Carter County,741,741,8
29037, Missouri,Cass ,Cass County,1830,1830,6
29039, Missouri,Cedar ,Cedar County,742,742,7
29041, Missouri,Chariton ,Chariton County,848,848,10
29043, Missouri,Christian ,Christian County,1352,1352,11
29045, Missouri,Clark ,Clark County,886,886,7
