,,,Life Expectancy,,,,,,,,,,,,,,,,,,,,,,,,Premature Age-Adjusted Mortality,,,,,,,,,,,,,,,,,,,,,,,,,Child Mortality,,,,,,,,,,,,,,,,,,,,,,,,,Infant Mortality,,,,,,,,,,,,,,,,,,,,,,,,,Frequent Physical Distress,,,Frequent Mental Distress,,,Diabetes Prevalence,,,HIV Prevalence,,Food Insecurity,,Limited Access to Healthy Foods,,Drug Overdose Deaths,,,,,,,,,,,,,,,,,,,,,,,,,Insufficient Sleep,,,Uninsured Adults,,,,Uninsured Children,,,,Other Primary Care Providers,,High School Graduation,,Disconnected Youth,,,Reading Scores,,,,,,Math Scores,,,,,,School Segregation,School Funding Adequacy,,Gender Pay Gap,,,,,Median Household Income,,,,,,,,,,,,,,,,,,Children Eligible for Free or Reduced Price Lunch,Residential Segregation - Black/White,Child Care Cost Burden,Child Care Centers,,Homicides,,,,,,,,,,,,,,,,,,,,,,,,Suicides,,,,,,,,,,,,,,,,,,,,,,,,,,Firearm Fatalities,,,,,,,,,,,,,,,,,,,,,,,,,Motor Vehicle Crash Deaths,,,,,,,,,,,,,,,,,,,,,,,,,Juvenile Arrests,,,,Voter Turnout,Census Participation,Traffic Volume,Homeownership,,,,Severe Housing Cost Burden,,,,Broadband Access,,,,Population,% Below 18 Years of Age,% 65 and Older,% Non-Hispanic Black,,% American Indian or Alaska Native,,% Asian,,% Native Hawaiian or Other Pacific Islander,,% Hispanic,,% Non-Hispanic White,,% Not Proficient in English,,,,% Female,% Rural,
27061,Minnesota,Itasca,77.1,76.2,78.0,,,,,,,,,,,,,,,,,,,,,,746,411,377,444,,,,1407,1063,1827,,,,,,,,,,,,,380,347,413,21,51,32,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,8,11,15,13,18,9,7,10,17,44,3850,9,3922,9,35,26,18,36,,,,,,,,,,,,,,,,,,,,,,31,29,33,1525,6,5,7,290,3,2,4,111,904:1,512,86,9,4,14,3.1,,,,,,3.2,,,,,,0.08,14994,2544,47672,62494,0.76,0.69,0.83,66958,61558,72358,32500,25151,39849,,,,143466,121875,165057,95833,70863,120803,65169,61434,68904,39,74,29,16,7,,,,,,,,,,,,,,,,,,,,,,,,,58,26,20,35,26,,,,,,,,,,,,,,,,,,,,,,37,16,12,23,,,,,,,,,,,,,,,,,,,,,,41,13,9,18,,,,,,,,,,,,,,,,,,,,,,,127,4500,28,74.5,54.8,23,14942,82,81,84,2163,12,10,14,85,15330,83,86,45205,20.0,25.8,222,0.5,1658,3.7,175,0.4,74,0.2,822,1.8,41355,91.5,58,0,0,0,49.3,34666,77.0
27063,Minnesota,Jackson,79.5,77.3,81.7,,,,,,,,,,,,,,,,,,,,,,114,306,245,368,,,,,,,,,,,,,,,,,,,,,,10,108,52,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,11,15,13,17,8,7,10,7,83,620,6,553,5,,,,,,,,,,,,,,,,,,,,,,,,,,31,29,33,343,6,5,7,83,4,3,5,101,989:1,103,92,,,,3.2,,,,,,3.3,,,,,,0.04,13028,805,45946,56831,0.81,0.74,0.87,66694,58255,75133,,,,,,,,,,109347,101993,116701,68293,64081,72505,28,,29,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,19,10,32,,,,,,,,,,,,,,,,,,,,,,,23,1000,23,76.5,71.9,9,3550,81,78,83,314,7,5,10,85,3729,82,88,9893,21.1,23.6,96,1.0,61,0.6,188,1.9,21,0.2,453,4.6,8952,90.5,78,1,0,2,48.3,9989,100.0
27065,Minnesota,Kanabec,77.2,75.8,78.6,,,,,,,,,,,,,,,,,,,,,,262,380,330,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,9,12,16,14,18,9,8,10,7,51,1280,8,699,4,10,20,10,38,,,,,,,,,,,,,,,,,,,,,,30,29,32,699,8,6,9,163,5,3,6,91,1098:1,173,87,,,,3.4,,,,,,3.4,,,,,,0.04,12606,-285,46994,55451,0.85,0.78,0.92,69588,63973,75203,,,,,,,,,,,,,,,,33,,28,5,6,,,,,,,,,,,,,,,,,,,,,,,,,21,25,15,40,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,21,14,32,,,,,,,,,,,,,,,,,,,,,,,24,1700,14,72.7,67.1,11,5519,85,83,87,575,9,7,11,83,5387,80,85,16463,21.5,22.0,105,0.6,149,0.9,149,0.9,9,0.1,328,2.0,15431,93.7,28,0,0,1,49.4,16032,100.0
27067,Minnesota,Kandiyohi,80.3,79.5,81.1,81.6,73.5,89.6,,,,,,,87.9,71.9,103.8,,,,,,,80.3,79.4,81.2,466,286,258,314,332,215,490,,,,,,,,,,,,,,,,286,256,316,19,41,25,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,8,11,15,13,17,9,8,10,20,55,3000,7,5575,13,,,,,,,,,,,,,,,,,,,,,,,,,,30,29,31,2060,8,7,10,460,4,3,6,121,827:1,484,78,,,,2.9,,,2.3,2.4,3.2,3.1,,,2.3,2.5,3.5,0.14,13511,-193,46031,56746,0.81,0.77,0.86,72281,64665,79897,9178,8287,10069,78750,16297,141203,39213,4892,73534,58607,40649,76565,77526,72579,82473,47,68,31,16,5,,,,,,,,,,,,,,,,,,,,,,,,,29,14,9,20,13,,,,,,,,,,,,,,,,,,,,,,14,6,4,11,,,,,,,,,,,,,,,,,,,,,,24,8,5,12,,,,,,,,,,,,,,,,,,,,,,,97,4800,20,76.0,69.5,56,12660,74,72,76,1843,11,9,13,87,14836,85,89,43839,24.0,20.5,2664,6.1,237,0.5,667,1.5,69,0.2,6055,13.8,33858,77.2,1480,4,3,5,49.4,18788,43.0
27069,Minnesota,Kittson,76.4,73.3,79.4,,,,,,,,,,,,,,,,,,,,,,69,387,291,503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,11,15,13,17,8,7,10,,,260,6,369,8,,,,,,,,,,,,,,,,,,,,,,,,,,28,26,30,124,6,5,7,38,4,3,5,74,1353:1,,,,,,3.3,,,,,,3.3,,,,,,,16069,2915,44798,54656,0.82,0.74,0.90,65244,56024,74464,,,,52917,44218,61616,,,,,,,66906,61479,72333,40,,34,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,400,0,79.5,57.3,2,1396,81,75,87,102,6,3,9,83,1421,79,86,4059,21.6,26.0,43,1.1,18,0.4,32,0.8,0,0.0,103,2.5,3816,94.0,5,0,0,1,49.6,4207,100.0
27071,Minnesota,Koochiching,78.6,77.1,80.1,,,,,,,,,,,,,,,,,,,,,,192,343,286,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9,12,16,14,18,9,8,11,0,0,1120,9,1846,14,,,,,,,,,,,,,,,,,,,,,,,,,,30,29,32,445,7,6,8,75,3,2,5,101,987:1,115,85,,,,3.3,,,,,,3.6,,,,,,0.09,16983,5147,50114,61955,0.81,0.63,0.99,63035,55070,71000,57813,3155,112471,,,,,,,55282,48566,61998,59765,54612,64918,31,,30,2,4,,,,,,,,,,,,,,,,,,,,,,,,,18,30,17,49,29,,,,,,,,,,,,,,,,,,,,,,11,18,9,32,,,,,,,,,,,,,,,,,,,,,,11,13,6,23,,,,,,,,,,,,,,,,,,,,,,,13,1000,13,70.3,55.5,19,4601,81,77,84,436,8,5,11,85,4839,82,88,11844,17.4,28.5,92,0.8,317,2.7,78,0.7,3,0.0,175,1.5,10934,92.3,15,0,0,1,49.2,5487,45.5
27073,Minnesota,Lac qui Parle,80.2,78.0,82.4,,,,,,,,,,,,,,,,,,,,,,106,366,287,446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,11,15,13,17,8,7,9,,,420,6,247,3,,,,,,,,,,,,,,,,,,,,,,,,,,29,27,30,231,7,6,8,68,5,3,6,135,743:1,,,,,,3.1,,,,,,3.7,,,,,,0.08,14104,-210,43256,54443,0.79,0.72,0.87,67556,60769,74343,,,,,,,,,,51250,23327,79173,67653,63100,72206,36,,28,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,700,27,76.8,66.6,4,2364,83,81,85,259,10,7,13,84,2376,81,86,6689,21.1,27.9,39,0.6,40,0.6,58,0.9,22,0.3,205,3.1,6263,93.6,43,1,0,2,48.7,6719,100.0
27075,Minnesota,Lake,80.7,79.4,82.1,,,,,,,,,,,,,,,,,,,,,,141,259,211,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,11,15,13,17,8,7,9,6,63,730,7,378,3,,,,,,,,,,,,,,,,,,,,,,,,,,30,28,32,360,6,5,7,81,4,2,5,37,2735:1,103,93,,,,3.1,,,,,,3.3,,,,,,0.03,13323,3285,46332,66957,0.69,0.56,0.82,73724,67284,80164,,,,,,,,,,76053,63075,89031,73943,69652,78234,21,,30,5,10,,,,,,,,,,,,,,,,,,,,,,,,,11,17,7,33,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1000,9,82.9,52.4,23,4182,83,81,85,551,11,8,14,86,4355,83,90,10939,19.1,27.8,51,0.5,103,0.9,61,0.6,2,0.0,206,1.9,10336,94.5,21,0,0,1,48.5,10905,100.0
27077,Minnesota,Lake of the Woods,78.9,76.3,81.4,,,,,,,,,,,,,,,,,,,,,,63,330,242,439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,8,11,15,13,18,9,7,10,,,290,8,353,9,,,,,,,,,,,,,,,,,,,,,,,,,,29,27,30,136,7,5,8,34,4,3,6,103,968:1,,,,,,2.8,,,,,,2.9,,,,,,0.03,13845,3447,52927,54107,0.98,0.72,1.23,62143,52940,71346,,,,,,,,,,,,,,,,22,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-4,300,,80.4,31.6,10,1349,83,72,94,167,11,5,16,80,1298,71,88,3871,19.4,26.0,32,0.8,57,1.5,65,1.7,0,0.0,84,2.2,3550,91.7,1,0,0,1,47.7,3763,100.0
27079,Minnesota,Le Sueur,79.5,78.5,80.6,94.1,66.2,122.0,,,,,,,,,,,,,,,,79.3,78.2,80.4,321,301,266,335,,,,,,,,,,,,,,,,,,,,,,12,40,21,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,7,10,14,12,17,8,7,9,13,54,1660,6,410,1,,,,,,,,,,,,,,,,,,,,,,,,,,28,26,29,1056,6,5,7,259,4,3,5,17,5831:1,287,89,,,,3.1,,,,2.6,3.2,3.4,,,,2.7,3.6,0.06,12118,1422,48968,63054,0.78,0.71,0.84,86864,77928,95800,,,,147000,62329,231671,,,,62716,31102,94330,89412,84289,94535,27,59,22,7,4,,,,,,,,,,,,,,,,,,,,,,,,,20,16,10,24,14,,,,,,,,,,,,,,,,,,,,,,11,8,4,14,,,,,,,,,,,,,,,,,,,,,,21,11,7,16,,,,,,,,,,,,,,,,,,,,,,,57,3200,18,79.0,73.5,8,9228,81,79,83,864,8,6,9,88,9987,86,90,29153,23.0,18.7,255,0.9,158,0.5,221,0.8,17,0.1,1986,6.8,26230,90.0,306,1,0,2,48.8,24595,85.8
27081,Minnesota,Lincoln,79.1,76.9,81.3,,,,,,,,,,,,,,,,,,,,,,74,346,265,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,8,11,15,13,18,8,7,10,5,107,380,7,172,3,,,,,,,,,,,,,,,,,,,,,,,,,,30,29,32,199,7,6,8,64,5,3,6,125,797:1,,,,,,3.1,,,,,,3.4,,,,,,0.07,17466,6127,46300,53438,0.87,0.79,0.94,64860,58066,71654,,,,,,,,,,37656,13250,62062,65159,60061,70257,28,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-4,600,,72.7,64.6,3,1996,82,80,84,238,10,8,13,84,2041,81,87,5580,23.3,24.7,23,0.4,28,0.5,42,0.8,5,0.1,139,2.5,5277,94.6,15,0,0,1,48.9,5640,100.0
27083,Minnesota,Lyon,79.4,78.3,80.4,92.4,63.8,120.9,,,,,,,,,,,,,,,,79.6,78.5,80.8,264,317,277,357,,,,,,,,,,,,,,,,,,,,,,14,47,26,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,8,11,15,13,17,9,7,10,14,68,1810,7,3762,15,,,,,,,,,,,,,,,,,,,,,,,,,,28,27,30,1106,8,7,9,322,5,3,6,115,871:1,402,83,,,,3.1,,2.4,,2.5,3.3,3.3,,2.8,,2.6,3.5,0.08,13274,2183,46975,59226,0.79,0.74,0.85,70958,66853,75063,,,,52941,20361,85521,35781,9680,61882,47284,35937,58631,71371,67512,75230,36,56,27,17,9,,,,,,,,,,,,,,,,,,,,,,,,,18,13,7,20,14,,,,,,,,,,,,,,,,,,,,,,11,9,4,15,,,,,,,,,,,,,,,,,,,,,,18,10,6,16,,,,,,,,,,,,,,,,,,,,,,,43,2900,15,70.8,71.9,24,6954,70,68,72,983,10,8,13,88,8774,86,91,25262,26.3,17.8,778,3.1,244,1.0,1350,5.3,21,0.1,2085,8.3,20616,81.6,719,3,2,4,49.8,11761,46.5
27085,Minnesota,McLeod,79.5,78.7,80.3,82.1,74.3,89.8,,,,,,,,,,,,,,,,79.5,78.7,80.3,407,296,266,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,11,15,13,17,8,7,10,26,84,2230,6,4371,12,10,9,4,17,,,,,,,,,,,,,,,,,,,,,,30,28,31,1333,6,5,7,264,3,2,4,57,1748:1,435,87,,,,3.1,,,,2.8,3.2,3.3,,,,2.7,3.4,0.04,11364,580,47128,59843,0.79,0.72,0.85,80874,74809,86939,71136,53988,88284,101667,57034,146300,,,,54539,39554,69524,74798,69463,80133,26,,28,17,8,,,,,,,,,,,,,,,,,,,,,,,,,27,16,10,23,15,,,,,,,,,,,,,,,,,,,,,,10,6,3,10,,,,,,,,,,,,,,,,,,,,,,25,10,6,15,,,,,,,,,,,,,,,,,,,,,,,88,3900,23,77.6,78.8,35,11391,77,75,79,1255,9,7,11,86,12715,84,88,36714,21.6,20.2,297,0.8,223,0.6,311,0.8,39,0.1,2719,7.4,32852,89.5,312,1,0,1,49.7,16363,44.5
27087,Minnesota,Mahnomen,68.7,65.7,71.7,,,,56.9,52.9,61.0,,,,,,,,,,,,,79.3,75.8,82.7,131,810,661,958,,,,1536,1218,1912,,,,,,,,,,,,,386,265,541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,12,16,19,17,22,13,11,15,,,710,13,900,17,17,104,60,166,,,,,,,,,,,,,,,,,,,,,,34,33,35,293,11,10,13,91,6,4,8,206,484:1,94,60,15,9,21,2.7,,,,,,2.9,,,,,,0.07,15556,847,48177,47841,1.01,0.90,1.12,52926,46674,59178,40234,34056,46412,,,,,,,56250,16882,95618,62163,58182,66144,67,,29,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,31,16,55,,,,,,,,,,,,,,,,,,,,,,,46,700,66,61.0,39.7,4,1331,71,68,74,226,12,9,16,82,1537,78,85,5328,31.6,17.3,27,0.5,2302,43.2,3,0.1,3,0.1,265,5.0,2335,43.8,17,0,0,1,48.7,5411,100.0
27089,Minnesota,Marshall,81.0,79.0,82.9,,,,,,,,,,,,,,,,,,,,,,111,313,250,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,8,11,15,13,18,8,7,10,,,560,6,1474,16,,,,,,,,,,,,,,,,,,,,,,,,,,29,27,30,369,8,6,9,111,5,4,7,68,1477:1,,,,,,3.0,,,,,,3.3,,,,,,0.11,16365,5685,46542,57430,0.81,0.77,0.85,70606,62282,78930,,,,,,,95938,78126,113750,48194,37665,58723,70142,66084,74200,27,,27,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,23,13,38,,,,,,,,,,,,,,,,,,,,,,,7,1000,7,71.3,63.0,4,3196,85,84,87,251,7,5,9,85,3177,82,87,8861,22.8,23.3,61,0.7,91,1.0,37,0.4,5,0.1,457,5.2,8152,92.0,50,1,0,1,48.9,9040,100.0
27091,Minnesota,Martin,79.8,78.7,81.0,,,,,,,,,,,,,,,,,,,,,,260,314,272,356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,8,11,15,13,18,9,7,10,14,84,1700,9,1590,8,,,,,,,,,,,,,,,,,,,,,,,,,,27,25,28,659,6,5,7,173,4,3,5,168,595:1,211,84,,,,3.0,,,,2.6,3.1,3.2,,,,2.8,3.3,0.07,14120,2196,44857,57744,0.78,0.70,0.85,61721,55652,67790,125893,18900,232886,,,,,,,50625,27429,73821,63813,56840,70786,44,,31,5,4,,,,,,,,,,,,,,,,,,,,,,,,,10,12,6,23,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,9,5,16,,,,,,,,,,,,,,,,,,,,,,,14,2000,7,71.5,72.0,20,6437,73,70,75,739,9,6,11,85,7543,82,88,19650,22.4,24.9,132,0.7,123,0.6,141,0.7,50,0.3,1182,6.0,17883,91.0,70,0,0,1,50.0,11638,58.1
27093,Minnesota,Meeker,80.3,79.2,81.3,,,,,,,,,,,,,,,,,,,,,,267,285,248,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,11,15,13,17,8,7,10,14,72,1380,6,1823,8,,,,,,,,,,,,,,,,,,,,,,,,,,29,27,30,794,6,5,7,197,3,2,4,38,2611:1,246,93,,,,3.3,,,,,,3.6,,,,,,0.05,12422,1163,45895,60094,0.76,0.72,0.81,76506,70750,82262,,,,,,,,,,54063,28643,79483,76634,73580,79688,30,,29,7,5,,,,,,,,,,,,,,,,,,,,,,,,,14,13,7,22,12,,,,,,,,,,,,,,,,,,,,,,10,9,4,16,,,,,,,,,,,,,,,,,,,,,,22,14,8,21,,,,,,,,,,,,,,,,,,,,,,,59,2700,22,78.0,69.8,19,7358,82,80,84,778,9,7,10,86,7702,84,87,23496,23.7,21.1,132,0.6,94,0.4,116,0.5,19,0.1,1043,4.4,21926,93.3,80,0,0,1,48.3,16831,71.9
27095,Minnesota,Mille Lacs,74.6,73.5,75.7,,,,,,,,,,,,,,,,,,,,,,449,475,429,522,,,,2046,1601,2577,,,,,,,,,,,,,400,357,444,21,78,48,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9,12,16,13,18,9,7,10,21,94,2330,9,684,3,35,44,31,61,,,,419,253,655,,,,,,,,,,,,,23,13,37,30,28,31,1352,9,7,10,278,4,3,6,92,1091:1,483,83,7,3,11,3.2,,,,,,3.4,,,,,,0.17,14373,-1707,45358,57570,0.79,0.75,0.83,65294,59403,71185,55121,48717,61525,35625,394,70856,,,,82250,39223,125277,69089,65612,72566,32,,34,6,4,,,,,,,,,,,,,,,,,,,,,,,,,33,26,18,37,25,,,,,,,,,,,,,,,,,,,,,,18,14,8,22,,,,,,,,,,,,,,,,,,,,,,35,19,13,27,,,,,,,,,,,,,,,,,,,,,,,115,2900,40,75.0,64.3,20,8036,76,74,78,1172,11,9,14,85,8961,83,86,27280,23.2,18.2,179,0.7,1606,5.9,209,0.8,11,0.0,758,2.8,24112,88.4,132,1,0,1,49.1,21656,81.8
27097,Minnesota,Morrison,78.6,77.7,79.6,,,,,,,,,,,,,,,,,,,,,,468,358,323,393,,,,,,,,,,,,,,,,,,,,,,12,36,18,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,8,12,16,13,18,9,7,10,13,46,2540,8,3101,9,10,10,5,18,,,,,,,,,,,,,,,,,,,,,,30,28,31,1282,7,6,8,293,4,3,5,76,1317:1,405,88,,,,2.9,,,,,,3.1,,,,,,0.07,11671,2186,44136,57447,0.77,0.71,0.82,64588,58118,71058,,,,64464,54403,74525,,,,80000,36275,123725,65947,62561,69333,31,,30,10,5,,,,,,,,,,,,,,,,,,,,,,,,,23,15,9,23,14,,,,,,,,,,,,,,,,,,,,,,12,7,4,13,,,,,,,,,,,,,,,,,,,,,,38,16,12,22,,,,,,,,,,,,,,,,,,,,,,,39,3700,11,78.0,68.7,27,10989,80,78,82,1266,10,8,11,83,11374,81,85,34246,22.8,21.3,236,0.7,132,0.4,144,0.4,18,0.1,618,1.8,32716,95.5,79,0,0,1,49.1,24599,72.3
27099,Minnesota,Mower,79.0,78.1,79.9,87.3,75.9,98.7,,,,78.3,68.0,88.6,,,,,,,,,,79.1,78.1,80.1,470,338,306,370,,,,,,,,,,,,,,,,,,,,,,24,54,35,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9,12,15,13,17,9,8,11,65,197,2830,7,2286,6,24,20,13,30,,,,,,,,,,,,,,,,,,,,,,32,31,34,2105,9,8,11,528,5,4,7,112,892:1,507,80,7,3,11,3.0,,2.8,2.8,2.7,3.2,3.1,,2.9,,2.7,3.4,0.09,13632,648,47252,50956,0.93,0.89,0.96,68718,61685,75751,95417,54423,136411,60341,44654,76028,44256,33911,54601,77725,59363,96087,68675,63105,74245,46,60,33,15,6,,,,,,,,,,,,,,,,,,,,,,,,,33,18,12,25,17,,,,,,,,,,,,,,,,,,,,,,16,8,5,13,,,,,,,,,,,,,,,,,,,,,,18,6,4,10,,,,,,,,,,,,,,,,,,,,,,,116,4700,25,71.1,73.7,50,11744,75,73,77,1387,9,8,11,87,13606,85,89,40140,24.9,18.7,1634,4.1,286,0.7,2412,6.0,312,0.8,5304,13.2,29741,74.1,1939,5,4,6,49.2,14550,36.3
27101,Minnesota,Murray,82.0,79.7,84.2,,,,,,,,,,,,,,,,,,,,,,95,284,223,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,11,15,13,17,8,7,9,,,440,5,328,4,,,,,,,,,,,,,,,,,,,,,,,,,,28,27,30,359,9,7,10,109,6,4,8,112,896:1,,,,,,3.0,,,,,,3.2,,,,,,0.09,14306,2187,45675,54709,0.83,0.76,0.91,68665,61007,76323,,,,70417,54004,86830,,,,68750,52764,84736,71625,65917,77333,32,,33,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,24,13,41,,,,,,,,,,,,,,,,,,,,,,,27,800,34,77.6,66.2,5,2911,82,80,85,221,7,5,8,80,2836,77,83,8060,21.6,27.1,38,0.5,46,0.6,149,1.8,19,0.2,400,5.0,7337,91.0,123,2,1,3,49.5,8179,100.0
27103,Minnesota,Nicollet,80.7,79.8,81.6,91.3,61.2,121.4,,,,,,,,,,,,,,,,81.1,80.2,82.0,303,252,222,281,,,,,,,,,,,,,,,,,,,,,,17,47,27,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,7,10,14,12,16,8,7,9,20,69,2190,6,3200,10,,,,,,,,,,,,,,,,,,,,,,,,,,28,26,29,985,5,4,6,229,3,2,4,44,2296:1,223,93,,,,3.3,,,2.7,2.8,3.5,3.4,,,2.9,3.0,3.5,0.04,12888,2097,48470,60130,0.81,0.74,0.87,78091,69847,86335,53795,53484,54106,74318,29952,118684,,,,66900,41549,92251,80238,73806,86670,25,55,25,20,10,,,,,,,,,,,,,,,,,,,,,,,,,16,10,5,16,9,,,,,,,,,,,,,,,,,,,,,,10,6,3,11,,,,,,,,,,,,,,,,,,,,,,24,10,6,15,,,,,,,,,,,,,,,,,,,,,,,66,3600,18,74.1,80.0,59,9585,74,72,77,1261,10,8,12,88,11332,86,90,34441,21.3,18.1,1534,4.5,230,0.7,563,1.6,13,0.0,1814,5.3,29804,86.5,230,1,0,1,49.4,8686,25.2
27105,Minnesota,Nobles,79.4,78.1,80.7,,,,,,,,,,,,,,,,,,,,,,240,336,292,380,297,188,446,,,,,,,,,,,,,,,,376,314,437,15,57,32,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,9,12,15,13,17,11,9,12,33,189,1460,7,2115,10,,,,,,,,,,,,,,,,,,,,,,,,,,32,30,33,1834,15,13,18,525,8,6,11,73,1372:1,319,76,,,,2.9,,2.8,,2.7,3.2,3.0,,2.8,,2.8,3.4,0.13,13771,-677,42601,48211,0.88,0.79,0.98,65374,58267,72481,,,,41250,13267,69233,58372,46587,70157,63534,48991,78077,67655,61240,74070,56,62,29,5,3,,,,,,,,,,,,,,,,,,,,,,,,,17,17,10,27,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,12,7,19,,,,,,,,,,,,,,,,,,,,,,,65,2500,26,66.4,67.3,42,5726,74,73,76,803,11,8,14,84,6435,82,86,21947,28.3,17.7,1026,4.7,320,1.5,1551,7.1,75,0.3,6965,31.7,12093,55.1,2168,11,8,13,48.0,8490,38.1
27107,Minnesota,Norman,77.9,75.8,80.1,,,,,,,,,,,,,,,,,,,,,,102,406,322,490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,8,11,15,13,17,9,7,10,,,480,7,629,9,,,,,,,,,,,,,,,,,,,,,,,,,,29,27,30,277,8,7,9,73,5,3,6,78,1275:1,,,,,,3.3,,,,,,3.3,,,,,,0.02,16956,-7544,46742,58524,0.80,0.74,0.86,64319,57124,71514,53438,23473,83403,,,,,,,46696,40544,52848,66923,61918,71928,40,,30,1,3,,,,,,,,,,,,,,,,,,,,,,,,,12,39,19,69,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,33,18,54,,,,,,,,,,,,,,,,,,,,,,,8,700,11,70.6,61.2,0,2156,81,78,84,240,9,6,12,85,2248,82,87,6377,23.5,21.9,44,0.7,163,2.6,46,0.7,2,0.0,367,5.8,5602,87.8,9,0,0,1,49.0,6441,100.0
