,,,Life Expectancy,,,,,,,,,,,,,,,,,,,,,,,,Premature Age-Adjusted Mortality,,,,,,,,,,,,,,,,,,,,,,,,,Child Mortality,,,,,,,,,,,,,,,,,,,,,,,,,Infant Mortality,,,,,,,,,,,,,,,,,,,,,,,,,Frequent Physical Distress,,,Frequent Mental Distress,,,Diabetes Prevalence,,,HIV Prevalence,,Food Insecurity,,Limited Access to Healthy Foods,,Drug Overdose Deaths,,,,,,,,,,,,,,,,,,,,,,,,,Insufficient Sleep,,,Uninsured Adults,,,,Uninsured Children,,,,Other Primary Care Providers,,High School Graduation,,Disconnected Youth,,,Reading Scores,,,,,,Math Scores,,,,,,School Segregation,School Funding Adequacy,,Gender Pay Gap,,,,,Median Household Income,,,,,,,,,,,,,,,,,,Children Eligible for Free or Reduced Price Lunch,Residential Segregation - Black/White,Child Care Cost Burden,Child Care Centers,,Homicides,,,,,,,,,,,,,,,,,,,,,,,,Suicides,,,,,,,,,,,,,,,,,,,,,,,,,,Firearm Fatalities,,,,,,,,,,,,,,,,,,,,,,,,,Motor Vehicle Crash Deaths,,,,,,,,,,,,,,,,,,,,,,,,,Juvenile Arrests,,,,Voter Turnout,Census Participation,Traffic Volume,Homeownership,,,,Severe Housing Cost Burden,,,,Broadband Access,,,,Population,% Below 18 Years of Age,% 65 and Older,% Non-Hispanic Black,,% American Indian or Alaska Native,,% Asian,,% Native Hawaiian or Other Pacific Islander,,% Hispanic,,% Non-Hispanic White,,% Not Proficient in English,,,,% Female,% Rural,
53059,Washington,Skamania,81.6,79.4,83.8,,,,,,,,,,,,,,,,,,,,,,144,276,224,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,10,14,18,15,20,8,7,10,6,56,1030,9,113,1,,,,,,,,,,,,,,,,,,,,,,,,,,33,32,35,631,9,7,10,90,4,3,5,16,6230:1,,,,,,2.8,,,,,,2.7,,,,,,0.04,16722,3372,61845,64508,0.96,0.70,1.21,82132,73893,90371,15189,3691,26687,135787,121483,150091,,,,113984,55651,172317,84395,77853,90937,40,,30,1,2,,,,,,,,,,,,,,,,,,,,,,,,,12,21,11,38,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,20,12,33,,,,,,,,,,,,,,,,,,,,,,16,12,1000,28,77.2,48.2,14,3909,81,79,83,624,13,10,17,84,4031,80,88,12460,17.2,25.1,83,0.7,285,2.3,163,1.3,42,0.3,1111,8.9,10292,82.6,45,0,0,1,48.8,12036,100.0
53061,Washington,Snohomish,79.8,79.6,80.0,84.2,82.6,85.8,71.8,69.7,73.9,87.1,86.2,88.0,79.0,77.1,80.8,79.1,74.6,83.5,,,,79.1,78.9,79.4,8600,296,290,303,227,203,251,577,486,668,142,129,155,352,308,396,390,297,503,,,,317,310,325,308,38,34,43,40,30,52,,,,43,31,59,47,27,78,,,,,,,34,29,40,264,4,3,4,4,3,6,,,,3,2,5,,,,,,,,,,4,3,4,11,9,12,16,14,18,8,7,9,1237,177,58670,7,23054,3,649,26,24,28,17,12,23,135,94,187,5,2,8,23,14,35,,,,,,,30,28,33,34,33,35,45289,9,8,9,5789,3,2,4,71,1410:1,,,7,6,9,3.1,,3.5,,2.6,3.2,3.0,,3.5,2.7,2.5,3.1,0.09,15474,4131,61751,81444,0.76,0.73,0.78,101440,97752,105128,110529,90707,130351,132726,127267,138185,78874,73409,84339,86960,80010,93910,104263,102697,105829,35,52,30,213,4,2,2,3,3,2,5,,,,2,1,3,6,3,10,,,,,,,2,2,3,619,15,13,16,15,7,4,9,30,15,53,8,5,11,9,5,15,,,,,,,17,15,18,366,9,8,10,6,4,8,,,,3,2,5,10,5,16,,,,,,,10,9,12,389,7,6,8,6,5,9,,,,3,2,5,7,4,12,,,,,,,8,7,9,1308,581,82000,23,77.0,73.6,140,210931,69,68,69,41586,14,13,14,93,287189,93,94,840079,21.8,15.0,32324,3.8,13662,1.6,119707,14.2,5692,0.7,97669,11.6,540089,64.3,28409,4,,,49.5,97666,11.8
53063,Washington,Spokane,77.4,77.1,77.6,83.4,80.7,86.1,71.8,69.5,74.0,83.5,81.7,85.3,73.5,71.2,75.9,74.8,65.1,84.5,,,,77.4,77.2,77.7,7294,383,374,392,327,282,372,655,547,763,190,150,237,644,548,740,780,594,1006,,,,380,370,389,221,43,37,48,54,35,79,,,,,,,,,,,,,,,,38,32,44,177,4,4,5,7,5,11,,,,,,,,,,,,,,,,4,3,4,11,10,13,18,15,20,9,8,10,765,166,53630,10,21372,5,364,23,20,25,21,13,32,58,31,99,,,,,,,,,,,,,23,20,25,32,30,33,24918,8,7,8,3022,2,2,3,167,597:1,,,7,5,8,3.0,,,2.4,2.6,3.1,2.9,,,2.1,2.5,3.0,0.05,14358,4312,50074,61593,0.81,0.78,0.84,69079,65497,72661,55219,37000,73438,67156,54810,79502,45945,40335,51555,61767,51586,71948,72212,70725,73699,46,56,35,165,5,3,3,4,,,,,,,,,,24,14,39,,,,,,,3,2,3,515,19,17,21,20,14,8,21,26,12,50,15,7,28,25,13,44,,,,,,,19,17,21,342,13,12,14,11,7,18,,,,,,,37,22,58,,,,,,,13,11,14,326,9,8,10,7,4,11,,,,,,,,,,,,,,,,9,8,10,324,376,51900,13,75.9,72.8,150,136125,64,63,65,27940,13,13,14,91,193649,90,91,549690,21.3,17.5,10953,2.0,10269,1.9,13716,2.5,4114,0.7,37952,6.9,453924,82.6,5056,1,,,50.0,78884,14.6
53065,Washington,Stevens,78.3,77.5,79.2,86.6,72.0,101.3,74.7,70.2,79.2,,,,,,,,,,,,,78.4,77.5,79.3,794,383,352,413,,,,590,423,800,,,,,,,,,,,,,373,341,404,19,44,27,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,11,14,18,16,21,9,7,11,23,57,5190,11,5443,13,15,11,6,18,,,,,,,,,,,,,,,,,,,,,,33,32,35,2577,10,9,12,351,3,2,4,66,1507:1,,,8,3,13,,,,,,,,,,,,,0.21,16624,888,45179,58561,0.77,0.68,0.86,65748,58911,72585,52760,40278,65242,125404,67249,183559,,,,44539,33828,55250,64057,59097,69017,47,71,31,5,2,3,2,6,,,,,,,,,,,,,,,,,,,,,,54,24,18,32,24,,,,,,,,,,,,,,,,,,,,,,42,18,13,25,,,,,,,,,,,,,,,,,,,,,,61,19,15,25,,,,67,33,119,,,,,,,,,,,,,18,13,24,92,52,4700,31,80.8,54.0,10,14726,80,78,82,1938,11,9,13,83,15283,81,85,48229,20.8,25.4,283,0.6,2638,5.5,401,0.8,116,0.2,2104,4.4,41497,86.0,413,1,0,2,49.5,41387,89.1
53067,Washington,Thurston,79.3,78.9,79.6,82.4,80.3,84.6,71.9,68.4,75.4,87.4,85.4,89.5,78.7,75.7,81.6,75.5,69.8,81.1,,,,79.2,78.8,79.5,3451,314,304,325,226,187,265,597,466,755,173,140,205,336,272,410,487,348,663,,,,318,305,330,126,46,38,54,63,41,92,,,,,,,103,49,189,,,,,,,37,28,47,105,5,4,6,,,,,,,,,,,,,,,,,,,,,,10,9,12,17,15,20,9,7,10,352,139,24750,9,17435,7,181,21,18,23,15,8,26,,,,,,,34,16,62,,,,,,,22,18,25,34,32,35,14970,8,7,9,1774,3,2,3,108,925:1,,,8,6,11,3.1,,3.3,2.7,2.8,3.2,3.1,,3.4,2.7,2.8,3.2,0.04,14610,4110,58510,69404,0.84,0.81,0.88,88560,84329,92791,62292,34571,90013,90176,77693,102659,85943,80167,91719,77920,72092,83748,90687,87656,93718,37,46,28,85,5,2,2,3,,,,,,,,,,,,,,,,,,,,,,251,17,15,19,17,10,5,16,,,,,,,,,,,,,,,,18,16,21,155,11,9,12,10,6,17,,,,,,,,,,,,,,,,12,10,14,169,8,7,10,7,4,12,,,,,,,,,,,,,,,,9,7,10,40,160,27600,7,78.2,73.4,87,77830,67,66,68,16903,15,14,16,92,106925,92,93,298758,20.6,18.9,10860,3.6,5493,1.8,19581,6.6,3270,1.1,31305,10.5,214681,71.9,4174,2,,,50.8,62903,21.3
53069,Washington,Wahkiakum,79.2,76.3,82.2,,,,,,,,,,,,,,,,,,,,,,81,351,263,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,10,14,18,16,20,9,8,10,,,480,11,176,4,,,,,,,,,,,,,,,,,,,,,,,,,,33,31,34,280,12,10,14,40,5,3,7,107,938:1,,,,,,2.8,,,,,,3.0,,,,,,0.00,15371,-2994,27843,60191,0.46,0.39,0.53,70099,60089,80109,,,,,,,,,,,,,,,,58,,36,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-4,1-4,400,,86.2,54.2,8,1666,85,80,90,359,19,12,26,86,1676,80,92,4688,16.3,33.5,23,0.5,87,1.9,78,1.7,23,0.5,308,6.6,4017,85.7,1,0,0,1,49.2,4422,100.0
53071,Washington,Walla Walla,78.9,78.2,79.6,80.2,77.7,82.6,,,,,,,,,,,,,,,,78.8,78.0,79.6,741,338,312,363,332,267,409,,,,,,,,,,,,,,,,339,309,368,23,38,24,57,48,23,88,,,,,,,,,,,,,,,,34,18,59,22,5,3,8,,,,,,,,,,,,,,,,,,,,,,11,10,13,17,15,20,9,8,11,63,118,5460,9,3157,5,31,17,11,24,,,,,,,,,,,,,,,,,,,,,,28,27,29,3655,11,9,13,435,3,2,4,111,897:1,,,,,,2.7,,,,2.3,3.0,2.5,,,,2.1,2.8,0.05,16772,-303,46618,62964,0.74,0.68,0.80,66542,58710,74374,80437,49144,111730,73917,19363,128471,,,,54432,48914,59950,71225,67471,74979,56,69,31,17,5,3,2,5,,,,,,,,,,,,,,,,,,,,,,50,15,11,21,16,,,,,,,,,,,,,,,,,,,,,,42,14,10,19,,,,,,,,,,,,,,,,,,,,,,31,7,5,10,,,,,,,,,,,,,,,,,,,,,,53,50,5900,17,69.5,69.7,80,15200,66,64,68,2975,13,11,16,89,20353,87,90,61890,20.5,20.4,1067,1.7,946,1.5,1169,1.9,237,0.4,14480,23.4,43109,69.7,2478,4,3,5,49.3,12675,20.3
53073,Washington,Whatcom,80.0,79.7,80.4,85.0,81.6,88.3,65.8,63.0,68.5,85.9,83.3,88.5,75.8,71.4,80.1,,,,,,,80.3,79.9,80.7,2450,292,280,305,253,206,300,975,820,1130,182,139,233,502,346,705,,,,,,,280,266,293,63,31,24,39,35,18,61,,,,,,,,,,,,,,,,28,20,38,59,4,3,5,,,,,,,,,,,,,,,,,,,,,,11,9,13,17,15,20,8,7,9,249,126,22000,10,14367,7,97,14,11,17,,,,123,76,187,,,,,,,,,,,,,10,8,14,28,27,30,13302,9,8,11,1545,3,2,4,98,1016:1,,,5,3,7,2.9,,,,2.4,3.1,2.7,,2.7,,2.3,2.9,0.05,15227,2594,52029,67675,0.77,0.73,0.81,78796,73568,84024,64750,51362,78138,89265,74755,103775,102533,82263,122803,57981,50335,65627,79048,76061,82035,37,68,38,75,7,2,2,3,,,,,,,,,,,,,,,,,,,,,,206,17,15,20,18,12,6,20,,,,,,,,,,,,,,,,18,15,21,115,10,8,12,,,,,,,,,,,,,,,,,,,,,,119,8,6,9,10,6,16,43,25,69,,,,,,,,,,,,,6,5,8,70,143,19900,11,81.4,70.9,86,57442,63,62,64,15169,17,15,19,91,83367,90,92,230677,18.3,18.9,2512,1.1,7668,3.3,11736,5.1,749,0.3,24304,10.5,177621,77.0,3516,2,1,2,50.4,64849,28.6
53075,Washington,Whitman,78.9,78.1,79.7,87.7,81.1,94.3,,,,93.3,74.4,112.2,,,,,,,,,,78.3,77.4,79.2,377,312,279,344,,,,,,,,,,,,,,,,,,,,,,14,28,15,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,10,14,18,16,21,10,8,11,30,70,5190,11,4623,10,13,9,5,15,,,,,,,,,,,,,,,,,,,,,,30,29,32,2452,8,7,10,195,3,2,3,78,1287:1,,,,,,3.4,,,,3.1,3.4,3.2,,,,2.7,3.2,0.08,19770,5825,46807,55629,0.84,0.70,0.99,54412,49044,59780,,,,22500,7269,37731,,,,47744,8623,86865,54075,47189,60961,37,48,38,12,6,,,,,,,,,,,,,,,,,,,,,,,,,40,19,13,27,16,,,,,,,,,,,,,,,,,,,,,,26,11,7,15,,,,,,,,,,,,,,,,,,,,,,23,7,4,10,,,,,,,,,,,,,,,,,,,,,,45,19,3300,19,54.6,59.7,83,8123,45,43,48,4360,26,22,29,85,15206,83,87,47619,15.3,11.7,1082,2.3,485,1.0,3917,8.2,144,0.3,3336,7.0,36975,77.6,583,1,1,2,49.0,15282,31.9
53077,Washington,Yakima,75.9,75.5,76.3,78.9,78.2,79.7,59.9,57.8,61.9,84.3,80.0,88.7,70.7,66.8,74.6,,,,,,,75.6,75.1,76.2,3588,463,448,479,353,329,376,1344,1199,1489,229,145,344,744,538,1002,,,,,,,484,462,507,161,49,42,57,45,36,55,152,92,238,,,,,,,,,,,,,42,29,58,109,4,3,5,5,4,6,,,,,,,,,,,,,,,,4,2,5,14,12,16,18,15,20,12,10,14,270,133,27340,11,13314,5,217,29,25,32,16,13,21,103,68,149,,,,,,,,,,,,,37,30,43,32,31,33,28969,20,18,23,4017,5,4,7,106,941:1,,,10,8,13,2.7,,3.6,2.9,2.5,3.2,2.7,,3.8,2.5,2.6,3.4,0.24,15057,-5782,40937,50754,0.81,0.76,0.85,63058,58840,67276,56731,45642,67820,69861,28220,111502,49143,41877,56409,59131,55688,62574,69546,65731,73361,74,69,32,83,4,10,9,12,12,10,15,36,23,54,,,,,,,,,,,,,6,4,8,166,14,12,16,13,7,5,9,33,17,56,,,,,,,,,,,,,19,15,23,212,17,15,19,15,12,18,46,29,71,,,,,,,,,,,,,16,13,20,299,17,15,19,15,12,17,108,84,137,,,,,,,,,,,,,12,10,15,174,286,33400,14,65.3,64.4,101,53324,62,61,64,10942,13,12,15,87,74604,86,89,257001,28.8,14.4,2230,0.9,17700,6.9,4213,1.6,824,0.3,135195,52.6,102868,40.0,25864,11,,,49.7,78128,30.4
