"","FIPS","State","Life Expectancy","Residential.Segregation.Index","% Limited Access to Healthy Foods","% Uninsured Adults","Spending per Pupil","School.Funding.Adequacy","Median Household Income","School.Funding.Cat","Median.Prop.Tax","Region","Division"
"1191",33009,"New Hampshire",80.294535995,71.217475579,2.5054491177,7.3480059315,23570.823529,12409.781588,81205,"1",4534,"Northeast","New England"
"1192",33011,"New Hampshire",78.946548429,60.548010118,4.0797322279,7.4845265866,18614.75,9575.16664,96415,"1",5909,"Northeast","New England"
"1193",33013,"New Hampshire",79.372507332,71.381143654,3.0910014171,7.18884818,19816.35,9040.3371,84898,"1",5609,"Northeast","New England"
"1194",33015,"New Hampshire",80.545021048,64.498823364,5.2067264292,5.6135757037,22011.344828,13347.907379,107445,"1",6293,"Northeast","New England"
"1195",33017,"New Hampshire",77.658849562,57.891862332,5.6651360705,7.077571774,20255.875,9271.500875,82845,"1",5487,"Northeast","New England"
"1196",33019,"New Hampshire",78.400532592,76.653129593,8.4695280088,7.8614516443,23800.571429,13504.499714,74700,"1",4715,"Northeast","New England"
"1197",34001,"New Jersey",75.94516097,55.328288857,7.8237577894,12.047168875,23509.409091,8164.5061364,76108,"1",6088,"Northeast","Middle Atlantic"
"1198",34003,"New Jersey",81.855766378,53.633189673,0.8947505719,8.7564436561,22573.780822,11153.677808,113885,"1",NA,"Northeast","Middle Atlantic"
"1199",34005,"New Jersey",78.922400621,53.538124851,5.0324453586,6.2894078819,21071.166667,7438.6516722,100188,"1",6730,"Northeast","Middle Atlantic"
"1200",34007,"New Jersey",76.244417867,58.42989461,4.4522880897,9.0175273103,20191.857143,5123.7309371,81372,"1",6770,"Northeast","Middle Atlantic"
"1201",34009,"New Jersey",76.755283885,65.71594202,8.7437022138,8.8190979356,26113.181818,9907.0198182,80845,"1",4472,"Northeast","Middle Atlantic"
"1202",34011,"New Jersey",73.991074719,39.594789635,11.684321982,13.968554203,20791.769231,4807.1054385,60892,"1",4379,"Northeast","Middle Atlantic"
"1203",34013,"New Jersey",77.801986984,74.533900654,0.748623168,14.620826513,21330.238095,8238.7025238,74747,"1",NA,"Northeast","Middle Atlantic"
"1204",34015,"New Jersey",77.035171768,38.889922652,6.4689417469,6.5829421644,19981.269231,6812.1686565,97851,"1",6767,"Northeast","Middle Atlantic"
"1205",34017,"New Jersey",80.045513463,55.495164716,0.1189329598,13.62972991,19876.416667,3280.0484917,82361,"1",8395,"Northeast","Middle Atlantic"
"1206",34019,"New Jersey",82.866177299,47.409640928,2.6329771146,5.2384553206,26160.789474,15814.368947,137334,"1",9384,"Northeast","Middle Atlantic"
"1207",34021,"New Jersey",78.720736947,63.597052887,3.6696390745,9.1965677582,21610.333333,9183.7187778,94832,"1",7487,"Northeast","Middle Atlantic"
"1208",34023,"New Jersey",80.3047724,45.693402416,3.9025108854,9.3888542248,19907.391304,9097.787087,102073,"1",8050,"Northeast","Middle Atlantic"
"1209",34025,"New Jersey",79.767480928,62.671106942,4.699975507,6.973537651,24552.204082,10924.692367,117699,"1",8450,"Northeast","Middle Atlantic"
"1210",34027,"New Jersey",81.726446486,55.047526674,3.6840019163,6.5754591017,23796.394737,13183.052895,131562,"1",9595,"Northeast","Middle Atlantic"
"1211",34029,"New Jersey",78.090927412,51.705481709,8.8650350703,8.2803180915,23599,9228.2749231,81152,"1",5599,"Northeast","Middle Atlantic"
"1212",34031,"New Jersey",78.572926081,67.000691447,1.8256634299,15.346310986,22321.315789,8505.8307579,78779,"1",9722,"Northeast","Middle Atlantic"
"1213",34033,"New Jersey",73.482337331,61.769553412,8.4271332926,7.9733696792,22522.416667,7203.6023333,76005,"1",5588,"Northeast","Middle Atlantic"
"1214",34035,"New Jersey",81.835576705,62.88725055,3.2042280137,6.3713635142,22911.294118,11753.057441,134735,"1",9260,"Northeast","Middle Atlantic"
"1215",34037,"New Jersey",78.37852475,53.26022676,5.3458590877,6.6421892159,25196.958333,12469.289375,111308,"1",7237,"Northeast","Middle Atlantic"
"1216",34039,"New Jersey",79.443631188,59.478249562,0.9435384474,14.340207962,20476.65,8741.5267,96483,"1",9788,"Northeast","Middle Atlantic"
"1217",34041,"New Jersey",78.937913685,45.926842835,7.8191010706,7.92359444,24185.136364,12440.602909,97729,"1",7058,"Northeast","Middle Atlantic"
"1218",35001,"New Mexico",75.992843351,44.086989123,6.0333507998,13.492255208,11987,-5150.83,65034,"0",2032,"West","Mountain"
"1219",35003,"New Mexico",79.622157696,NA,44.098763899,11.394658754,27496.5,-3595.7395,44247,"0",577,"West","Mountain"
"1220",35005,"New Mexico",72.93632088,54.206886603,16.333986217,17.90934472,17094.5,-10571.508,47855,"0",723,"West","Mountain"
"1221",35006,"New Mexico",71.54690335,84.108946497,21.920997951,14.938169827,13674,-5925.545,45674,"0",644,"West","Mountain"
"1222",35007,"New Mexico",75.325881489,NA,14.63506183,12.204968944,18073,606.08545,49966,"1",550,"West","Mountain"
"1223",35009,"New Mexico",74.181746019,32.135570047,12.932073875,15.651707492,13065.25,-3543.6828,52463,"0",646,"West","Mountain"
"1224",35011,"New Mexico",71.481427473,NA,7.7929088912,17.228915663,18220,-7027.631,45208,"0",484,"West","Mountain"
"1225",35013,"New Mexico",76.922466913,52.252063315,16.507741703,18.341743653,12200,-11588.546,52011,"0",1043,"West","Mountain"
"1226",35015,"New Mexico",73.004954877,52.303159407,10.171611164,13.65543261,11147,-114.0224333,65063,"0",664,"West","Mountain"
"1227",35017,"New Mexico",75.29336288,56.627011163,10.706927381,11.529680365,14575,228.50345,47099,"1",614,"West","Mountain"
"1228",35019,"New Mexico",73.284276595,NA,14.350893426,9.4223484848,17862,1101.471,43862,"1",474,"West","Mountain"
"1229",35021,"New Mexico",NA,NA,48.148148241,11.881188119,19981,4636.516,45217,"1",267,"West","Mountain"
"1230",35023,"New Mexico",75.788878739,NA,15.944338793,15.625,18395.5,-3764.2315,43610,"0",425,"West","Mountain"
"1231",35025,"New Mexico",73.125044793,46.341536249,7.1588446184,19.861897931,12713.4,-5164.235,59194,"0",569,"West","Mountain"
"1232",35027,"New Mexico",76.890923234,80.261092908,15.328200884,15.676519364,19158.5,-1472.04295,54344,"0",1178,"West","Mountain"
"1233",35028,"New Mexico",83.785840936,49.722016308,5.0383085684,3.2040328093,12289,3232.508,139217,"1",1898,"West","Mountain"
"1234",35029,"New Mexico",72.614205736,51.106407238,23.864665629,19.465852728,12550,-20415.27,38796,"0",511,"West","Mountain"
"1235",35031,"New Mexico",65.176167237,57.490635376,34.099931968,23.150163221,14956,-12766.97,43720,"0",1126,"West","Mountain"
"1236",35033,"New Mexico",77.432177869,NA,59.960352564,9.9909990999,20790,165.6172,45155,"1",532,"West","Mountain"
"1237",35035,"New Mexico",75.554847953,41.332906207,7.9017505315,13.30525659,14202.666667,-2495.610367,52787,"0",634,"West","Mountain"
"1238",35037,"New Mexico",71.607678298,46.149558635,18.203689881,13.60106501,16263,-1556.426067,39885,"0",423,"West","Mountain"
"1239",35039,"New Mexico",70.878849423,64.062626581,0,15.757406632,17394.6,-5930.2137,56353,"0",756,"West","Mountain"
"1240",35041,"New Mexico",74.731921091,NA,14.749646724,17.902045412,15433.5,-6169.797825,47854,"0",598,"West","Mountain"
"1241",35043,"New Mexico",77.319612243,31.677883415,18.422167339,10.661010628,15891.5,-7224.719,82862,"0",1784,"West","Mountain"
"1242",35045,"New Mexico",71.308081177,65.733300335,19.213309867,18.369346935,12956.5,-6718.88475,51898,"0",968,"West","Mountain"
"1243",35047,"New Mexico",75.01337001,NA,22.67533107,12.179065174,14586.666667,-2758.764,47675,"0",732,"West","Mountain"
"1244",35049,"New Mexico",79.72243295,60.368122974,9.3451555156,14.303899471,10854,-5105.2235,72836,"0",1570,"West","Mountain"
"1245",35051,"New Mexico",70.938406678,NA,14.966966826,12.894736842,13684,-11321.18,40420,"0",574,"West","Mountain"
"1246",35053,"New Mexico",72.837483145,75.665766113,27.283397625,14.636714637,18850.5,-17386.5855,42280,"0",709,"West","Mountain"
"1247",35055,"New Mexico",77.862893967,NA,13.802364074,13.99440439,15409,-3061.645967,48462,"0",929,"West","Mountain"
"1248",35057,"New Mexico",73.591702898,NA,21.645806289,15.611711821,15919.333333,-6406.925167,48322,"0",772,"West","Mountain"
"1249",35059,"New Mexico",74.595767289,NA,11.009835172,15.189158667,16177,-4148.305,48545,"0",434,"West","Mountain"
"1250",35061,"New Mexico",74.763384422,76.586561841,26.9190215,15.43836185,10614,-4981.3885,53275,"0",1069,"West","Mountain"
"1251",36001,"New York",78.746657529,57.381731496,5.542280913,5.410268523,21575.454545,6993.8170909,76997,"1",4577,"Northeast","Middle Atlantic"
"1252",36003,"New York",77.492546253,NA,1.3248667223,5.8624577227,25383.75,10400.590917,55466,"1",2420,"Northeast","Middle Atlantic"
"1253",36005,"New York",77.260952133,48.901571689,0.0005496628,10.616603571,NA,NA,45864,NA,3762,"Northeast","Middle Atlantic"
"1254",36007,"New York",77.177941172,60.39184754,3.6737523172,6.2180677608,22236.272727,10787.298909,60533,"1",3200,"Northeast","Middle Atlantic"
"1255",36009,"New York",75.513135815,50.01217732,2.4149545095,7.7198520578,23364.818182,10324.428182,52383,"1",2706,"Northeast","Middle Atlantic"
"1256",36011,"New York",78.364159537,65.641794064,0.9936326721,5.932500292,21220.285714,9087.6822857,64129,"1",3052,"Northeast","Middle Atlantic"
"1257",36013,"New York",76.734704119,59.65906549,5.6477089501,6.455105312,23397.944444,9552.8695556,55644,"1",2479,"Northeast","Middle Atlantic"
"1258",36015,"New York",75.48534075,57.324463318,6.1839963829,5.8799640918,19225.333333,8623.3313333,56664,"1",2798,"Northeast","Middle Atlantic"
"1259",36017,"New York",75.792186563,64.331032216,1.813318644,6.0404936799,24610.75,11700.204,60755,"1",2537,"Northeast","Middle Atlantic"
"1260",36019,"New York",78.680470864,64.761730747,3.2263747494,6.1291739895,23464.625,10632.62,65272,"1",2697,"Northeast","Middle Atlantic"
"1261",36021,"New York",79.497000458,59.034002841,7.1296838443,6.1799319538,27392.333333,14564.184,83533,"1",4469,"Northeast","Middle Atlantic"
"1262",36023,"New York",76.708659278,67.842571293,4.3112925152,5.8786014406,22763.8,10529.3838,58274,"1",3716,"Northeast","Middle Atlantic"
"1263",36025,"New York",77.512083737,59.822417523,3.6975849232,6.4419444901,28311.166667,12185.85875,61424,"1",2743,"Northeast","Middle Atlantic"
"1264",36027,"New York",79.678796143,46.147316696,5.6572945202,5.750268476,27365.538462,13966.309769,90740,"1",6192,"Northeast","Middle Atlantic"
"1265",36029,"New York",77.544224445,71.754485432,5.7547893537,4.7825228804,20118.714286,7245.7745571,69888,"1",3781,"Northeast","Middle Atlantic"
"1266",36031,"New York",78.54462347,NA,0.6577216642,6.7880476556,30359.5,15294.369125,62376,"1",2645,"Northeast","Middle Atlantic"
"1267",36033,"New York",77.820311256,NA,7.5808327781,7.0298047276,26017.285714,12873.214286,59192,"1",2257,"Northeast","Middle Atlantic"
"1268",36035,"New York",75.927397827,63.275639606,3.8052502964,6.4941702603,22356.833333,11273.127333,61512,"1",2748,"Northeast","Middle Atlantic"
"1269",36037,"New York",77.508555639,64.790705727,1.5456121666,6.0785128875,21277.125,11567.598875,68973,"1",3310,"Northeast","Middle Atlantic"
"1270",36039,"New York",78.120243297,57.274128777,1.9654350661,6.6123552406,27725.666667,13959.609,71433,"1",3151,"Northeast","Middle Atlantic"
"1271",36041,"New York",79.21221541,NA,12.199298114,8.768115942,42067,29107.29,62149,"1",1839,"Northeast","Middle Atlantic"
"1272",36043,"New York",78.053019624,72.594022384,4.1768017953,6.3621247922,23311,9655.3001111,62197,"1",2500,"Northeast","Middle Atlantic"
"1273",36045,"New York",77.334672718,55.209683153,5.8673923035,6.1767242031,20144.272727,6891.9261818,58763,"1",2486,"Northeast","Middle Atlantic"
"1274",36047,"New York",80.262579657,73.913959253,0.0016470701,8.8074873821,NA,NA,73244,NA,4358,"Northeast","Middle Atlantic"
"1275",36049,"New York",78.464655293,NA,4.4883142688,6.0576357577,22365.6,9093.016,64452,"1",2260,"Northeast","Middle Atlantic"
"1276",36051,"New York",79.409271528,57.026779423,3.9097163188,5.2911599626,20888.125,9031.095375,75077,"1",3581,"Northeast","Middle Atlantic"
"1277",36053,"New York",79.648958878,70.904409545,5.7844733523,4.8310837582,23146.8,9691.1134,69851,"1",3335,"Northeast","Middle Atlantic"
"1278",36055,"New York",78.578795605,64.293761198,6.8604010802,5.5565907065,21551.222222,9751.9708889,68169,"1",4653,"Northeast","Middle Atlantic"
"1279",36057,"New York",76.03633826,59.69725631,18.370290651,6.6243734885,21716.5,8459.36675,58176,"1",3217,"Northeast","Middle Atlantic"
"1280",36059,"New York",81.501840181,76.981322295,0.484462392,5.0556129508,29873.714286,18193.343768,135528,"1",NA,"Northeast","Middle Atlantic"
"1281",36061,"New York",83.308167296,68.999946058,0,6.0427382802,29931,958.2168,95514,"1",8980,"Northeast","Middle Atlantic"
"1282",36063,"New York",76.151251597,62.615169908,5.2642550744,5.2788614189,20596.1,7969.902,63565,"1",3473,"Northeast","Middle Atlantic"
"1283",36065,"New York",76.556549016,73.986930168,5.597000772,6.3762013587,20857,9350.8285333,63894,"1",3146,"Northeast","Middle Atlantic"
"1284",36067,"New York",78.076661763,67.611794356,6.0788605686,5.658440676,22063.833333,9359.4905556,70939,"1",3983,"Northeast","Middle Atlantic"
"1285",36069,"New York",79.899735868,62.24078393,3.0467930002,5.0967123965,22492.555556,12269.230667,76601,"1",3850,"Northeast","Middle Atlantic"
"1286",36071,"New York",79.178662325,49.362978809,5.9708780531,6.5007909643,27349.625,14421.58525,88532,"1",6763,"Northeast","Middle Atlantic"
"1287",36073,"New York",77.236818515,56.262173413,3.8257903188,7.0923524053,20619.2,8114.8978,62900,"1",3332,"Northeast","Middle Atlantic"
"1288",36075,"New York",76.83685956,78.043215893,2.4695904515,6.4013214136,23120,10837.58,59335,"1",2899,"Northeast","Middle Atlantic"
"1289",36077,"New York",78.320597355,61.517416605,10.632755676,6.1104546303,24805.666667,10211.39775,68962,"1",2695,"Northeast","Middle Atlantic"
"1290",36079,"New York",82.024297071,45.387932855,6.6963945426,5.3915467715,31980.666667,21366.268333,112167,"1",9383,"Northeast","Middle Atlantic"
"1291",36081,"New York",81.411680025,78.564651048,0.0745546481,11.696108938,NA,NA,80180,NA,4443,"Northeast","Middle Atlantic"
"1292",36083,"New York",78.269902638,59.720837684,4.0964465794,5.3144787266,21766,8546.6615091,80040,"1",4585,"Northeast","Middle Atlantic"
"1293",36085,"New York",79.182656732,73.279405302,0.1567635311,5.9176406714,NA,NA,91582,NA,4427,"Northeast","Middle Atlantic"
"1294",36087,"New York",80.964857179,55.968048449,4.3583735359,6.719162095,28886.875,10719.50625,99839,"1",NA,"Northeast","Middle Atlantic"
"1295",36089,"New York",77.628932122,67.921379333,7.2891816219,6.6371912479,24662.235294,11442.768176,59451,"1",2323,"Northeast","Middle Atlantic"
"1296",36091,"New York",80.727492125,54.055435404,3.5737477899,4.6507124084,19717.454545,10402.944182,93341,"1",4101,"Northeast","Middle Atlantic"
"1297",36093,"New York",77.6690558,58.352102407,2.9814722894,6.0369906356,20109,9078.0358333,74206,"1",4771,"Northeast","Middle Atlantic"
"1298",36095,"New York",79.329644621,22.779238854,1.2665017756,5.6651129437,27638.166667,11330.254667,67975,"1",3330,"Northeast","Middle Atlantic"
"1299",36097,"New York",77.548674394,54.614398422,0.3555402908,5.8676414005,24532,8911.1273333,63233,"1",2775,"Northeast","Middle Atlantic"
"1300",36099,"New York",77.675764524,49.291998405,2.0608994644,7.472503178,24489,11519.7655,65354,"1",2831,"Northeast","Middle Atlantic"
"1301",36101,"New York",77.076078956,54.095372225,4.4006015274,6.6191181919,24470.166667,10889.07425,60558,"1",2703,"Northeast","Middle Atlantic"
"1302",36103,"New York",79.631675243,59.081845189,4.0409064328,6.3219576344,32473.52381,20318.034635,119253,"1",9157,"Northeast","Middle Atlantic"
"1303",36105,"New York",76.659055202,50.967689449,2.8456176088,7.6055662188,31091.375,15177.012625,63733,"1",4456,"Northeast","Middle Atlantic"
"1304",36107,"New York",78.990096396,59.343907513,1.0604493348,5.2542979943,21009.666667,8810.1353333,76197,"1",3069,"Northeast","Middle Atlantic"
"1305",36109,"New York",80.931855207,55.399687607,5.4483115273,5.5632460955,24278.166667,12140.475333,72025,"1",4994,"Northeast","Middle Atlantic"
"1306",36111,"New York",79.168021737,42.513158761,6.136865652,7.3130884253,28606.888889,15729.384111,79340,"1",5409,"Northeast","Middle Atlantic"
"1307",36113,"New York",78.063195658,59.040974487,5.3344630877,5.5008295313,27313.777778,13521.700889,69849,"1",3197,"Northeast","Middle Atlantic"
"1308",36115,"New York",77.456614347,75.453823649,2.3648603179,6.7439530557,22425.6,8874.1835,67013,"1",3282,"Northeast","Middle Atlantic"
"1309",36117,"New York",77.949409237,56.802548595,1.9423484489,6.7551671988,23417.363636,11532.762909,70917,"1",3564,"Northeast","Middle Atlantic"
"1310",36119,"New York",82.100403067,60.490999037,1.3585055708,7.0283781797,30881.55,19370.487025,108037,"1",NA,"Northeast","Middle Atlantic"
"1311",36121,"New York",78.602928442,62.663004273,4.2644503221,5.3871751057,22868.4,12589.473,65526,"1",3165,"Northeast","Middle Atlantic"
"1312",36123,"New York",77.919923564,NA,0.1792236581,10.70708637,25168.5,9912.124,62637,"1",2785,"Northeast","Middle Atlantic"
"1313",37001,"North Carolina",75.954972557,41.002391426,11.111975905,17.306272326,10280,-4885.104,61034,"0",1178,"South","South Atlantic"
"1314",37003,"North Carolina",74.593109846,70.586821122,7.5938642901,15.565833213,11228,-242.7305,67717,"0",922,"South","South Atlantic"
"1315",37005,"North Carolina",77.234187285,35.62087806,1.9906552446,21.523398606,13179,-4632.273,49524,"0",757,"South","South Atlantic"
"1316",37007,"North Carolina",71.83531132,24.903609579,4.6267575376,15.95281914,12140,-14623.95,48284,"0",838,"South","South Atlantic"
"1317",37009,"North Carolina",76.300300129,76.267717144,10.580773209,16.157176157,12012,347.9824,54379,"1",921,"South","South Atlantic"
"1318",37011,"North Carolina",75.892068941,NA,0.1933960905,18.010367266,13414,-1904.851,53894,"0",674,"South","South Atlantic"
"1319",37013,"North Carolina",75.058025974,38.669590829,9.1894394512,16.498730237,11796,-9039.387,54415,"0",986,"South","South Atlantic"
"1320",37015,"North Carolina",73.459690409,34.583484602,24.485355139,14.032681979,14072,-20170.86,44434,"0",675,"South","South Atlantic"
"1321",37017,"North Carolina",71.74167437,32.922455922,7.2511461904,17.510613425,12664,-8988.141,46002,"0",842,"South","South Atlantic"
"1322",37019,"North Carolina",77.79173383,44.420306953,8.6126302836,14.105193516,11721,-1614.01,73536,"0",1260,"South","South Atlantic"
"1323",37021,"North Carolina",77.807736984,57.845745966,9.8158863085,14.883993583,12845.5,1141.6422,67906,"1",1530,"South","South Atlantic"
"1324",37023,"North Carolina",75.132615054,55.906566702,10.005108404,17.461758344,10046,-3296.999,60629,"0",948,"South","South Atlantic"
"1325",37025,"North Carolina",77.649149682,29.351702481,8.2684935713,13.626923843,10492,-5273.239,79649,"0",1694,"South","South Atlantic"
"1326",37027,"North Carolina",73.355233194,57.513079096,15.368314226,16.744382319,10277,-1804.626,53586,"0",883,"South","South Atlantic"
"1327",37029,"North Carolina",77.608268478,18.123525939,1.0496470926,14.07678245,11025,1512.343,82620,"1",1381,"South","South Atlantic"
"1328",37031,"North Carolina",76.664634037,63.174672999,7.7033380626,14.654009752,11366,983.3682,67806,"1",1153,"South","South Atlantic"
"1329",37033,"North Carolina",74.758662721,33.290234107,3.0131167971,16.231788625,11161,-7262.479,54215,"0",785,"South","South Atlantic"
"1330",37035,"North Carolina",74.937118906,40.179178676,9.7878327883,16.563431739,10065,-4242.577,63934,"0",1018,"South","South Atlantic"
"1331",37037,"North Carolina",79.901519572,40.995430101,4.5506711429,14.500766622,11480,-2274.039,84516,"0",1989,"South","South Atlantic"
"1332",37039,"North Carolina",74.460602338,45.853576422,3.1824514111,18.397026216,13086,-791.9492,51607,"0",831,"South","South Atlantic"
"1333",37041,"North Carolina",74.548774808,34.142172115,16.281895063,14.824324324,13220,-8321.42,55818,"0",1047,"South","South Atlantic"
"1334",37043,"North Carolina",76.591073948,NA,1.0997645723,20.170357751,12636,-2846.975,57698,"0",773,"South","South Atlantic"
"1335",37045,"North Carolina",72.705870308,30.023593105,6.05394473,16.633357085,10753,-5738.004,53170,"0",1003,"South","South Atlantic"
"1336",37047,"North Carolina",70.72288398,29.18254887,3.6726869493,18.480163904,11386.5,-10531.089,45379,"0",966,"South","South Atlantic"
"1337",37049,"North Carolina",74.708460718,37.253763252,8.6952444925,13.523625281,10497,-3163.134,63076,"0",1189,"South","South Atlantic"
"1338",37051,"North Carolina",73.880474026,32.54547944,13.560778659,14.298590966,10286,-7818.752,58013,"0",1502,"South","South Atlantic"
"1339",37053,"North Carolina",77.235004053,23.668959852,0.464772768,14.221531976,10704,1467.571,76217,"1",1184,"South","South Atlantic"
"1340",37055,"North Carolina",78.501003758,66.148705008,8.5060031982,14.146452052,11742,1722.118,82052,"1",1770,"South","South Atlantic"
"1341",37057,"North Carolina",74.345234767,55.914149346,9.54487596,16.477430075,11163,-7928.574033,63590,"0",1008,"South","South Atlantic"
"1342",37059,"North Carolina",76.959065713,31.056718283,8.3854038638,14.490439503,10301,-1272.177,63436,"0",1261,"South","South Atlantic"
"1343",37061,"North Carolina",74.879968648,33.767284536,6.3194708107,24.405446518,9896,-8877.305,51270,"0",720,"South","South Atlantic"
"1344",37063,"North Carolina",79.394462074,39.084570189,8.0704466072,14.668960271,12723,-9485.814,79524,"0",2475,"South","South Atlantic"
"1345",37065,"North Carolina",71.173198474,45.611664387,9.5589171538,14.138690567,11896,-11877.16,48770,"0",1061,"South","South Atlantic"
"1346",37067,"North Carolina",76.668391956,48.913958752,14.232604327,16.082661489,10626,-7140.471,62992,"0",1507,"South","South Atlantic"
"1347",37069,"North Carolina",76.887307311,28.20317229,2.1685792776,15.720298135,10538,-4105.709,72415,"0",1308,"South","South Atlantic"
"1348",37071,"North Carolina",73.766493089,44.418568927,11.904867079,15.050937991,10074,-4743.686,65430,"0",1391,"South","South Atlantic"
"1349",37073,"North Carolina",75.165212963,18.70792467,7.8891749136,13.067331671,13511,-3868.057,66561,"0",1071,"South","South Atlantic"
"1350",37075,"North Carolina",74.780326779,NA,1.0153177379,23.858447489,13937,-2147.681,50301,"0",649,"South","South Atlantic"
"1351",37077,"North Carolina",76.631022507,31.4485528,8.4577354828,14.41245444,10431,-5369.999,74120,"0",1369,"South","South Atlantic"
"1352",37079,"North Carolina",75.624025768,13.126384258,0.0712033206,24.859849217,13474,-9046.715,49992,"0",861,"South","South Atlantic"
"1353",37081,"North Carolina",76.690741218,50.529683832,7.2881562362,14.577922795,11254,-6321.291,63822,"0",1770,"South","South Atlantic"
"1354",37083,"North Carolina",71.230560092,39.296323412,6.3942426764,15.718009571,14348,-19739.95033,44804,"0",965,"South","South Atlantic"
"1355",37085,"North Carolina",75.082828631,29.700555719,6.5661294148,15.79574067,9660,-4146.446,65242,"0",1302,"South","South Atlantic"
"1356",37087,"North Carolina",75.495049563,70.848681085,3.2789239222,15.643674951,11153,-1325.787,62374,"0",1242,"South","South Atlantic"
"1357",37089,"North Carolina",78.069196295,43.443479849,8.1180273632,16.578090177,10038,-3067.652,65252,"0",1230,"South","South Atlantic"
"1358",37091,"North Carolina",73.337065109,10.758211105,11.39817985,14.404536862,11858,-21378.93,43871,"0",861,"South","South Atlantic"
"1359",37093,"North Carolina",73.754300022,23.249876934,7.8582628107,18.12378926,10406,-5936.963,60903,"0",1191,"South","South Atlantic"
"1360",37095,"North Carolina",75.200517553,17.06845143,30.087145029,22.777532065,21562,-3928.682,48068,"0",856,"South","South Atlantic"
"1361",37097,"North Carolina",76.91420966,42.455534805,5.7551989977,14.3119938,10055.5,-1000.85805,73446,"0",1295,"South","South Atlantic"
"1362",37099,"North Carolina",76.840216384,38.368998272,1.8589031159,21.06220759,11711,-1336.938,58491,"0",841,"South","South Atlantic"
"1363",37101,"North Carolina",76.597557018,33.687305661,2.8783321371,15.871784461,9681,-4410.413,80612,"0",1358,"South","South Atlantic"
"1364",37103,"North Carolina",73.864641631,10.337628367,0.0846467345,19.571045576,15142,-8410.807,56079,"0",724,"South","South Atlantic"
"1365",37105,"North Carolina",74.807869256,30.88558934,8.1448590927,19.964043255,10046,-6203.053,58244,"0",1438,"South","South Atlantic"
"1366",37107,"North Carolina",71.692694881,49.502498155,13.311760301,17.437182616,10366,-13592.85,46410,"0",1043,"South","South Atlantic"
"1367",37109,"North Carolina",76.415047544,43.621360576,6.8803728915,14.411199053,9430,-543.7891,78615,"0",1254,"South","South Atlantic"
"1368",37111,"North Carolina",75.405026311,59.13988861,1.2794264849,17.581645792,11393,-2135.923,54042,"0",651,"South","South Atlantic"
"1369",37113,"North Carolina",76.485593336,73.234788049,3.4161120427,19.780553168,11269,-1308.511,53832,"0",768,"South","South Atlantic"
"1370",37115,"North Carolina",75.83300674,NA,6.260361165,13.734567901,12372,338.623,54137,"1",1191,"South","South Atlantic"
"1371",37117,"North Carolina",72.433107592,23.730561801,3.9833558205,16.367385514,12927,-13274.2,44445,"0",1005,"South","South Atlantic"
"1372",37119,"North Carolina",79.1928541,54.764115429,5.4744737079,14.886882314,10534,-5885.352,80645,"0",2302,"South","South Atlantic"
"1373",37121,"North Carolina",74.321591031,NA,1.7334266886,16.37315564,12468,-3789.565,53555,"0",891,"South","South Atlantic"
"1374",37123,"North Carolina",73.095483831,43.393602327,6.8648555271,20.534888683,11710,-3121.117,55313,"0",860,"South","South Atlantic"
"1375",37125,"North Carolina",77.789484883,43.458151313,6.8293265826,14.164139161,9898,-1099.395,84458,"0",1321,"South","South Atlantic"
"1376",37127,"North Carolina",74.396224046,35.568955777,5.4610423245,17.206440098,10270,-11702.54,55406,"0",1161,"South","South Atlantic"
"1377",37129,"North Carolina",78.077251166,52.819089625,8.830683744,13.104912459,11358,-349.3682,70995,"0",1658,"South","South Atlantic"
"1378",37131,"North Carolina",73.189537631,35.066673999,0.4641635025,14.085297419,17323,-25114.86,51550,"0",985,"South","South Atlantic"
"1379",37133,"North Carolina",75.041563685,31.5650196,14.510072912,13.766254687,10233,-2753.934,62190,"0",1190,"South","South Atlantic"
"1380",37135,"North Carolina",81.602908168,34.385553483,2.1777182446,11.729241509,13603.5,2081.95175,87780,"1",3488,"South","South Atlantic"
"1381",37137,"North Carolina",74.271883591,48.046574926,3.4715932668,17.069632495,14996,-3960.922,59845,"0",1055,"South","South Atlantic"
"1382",37139,"North Carolina",74.258332416,25.462904759,10.016585024,13.696159092,11980,-6914.584,59066,"0",1345,"South","South Atlantic"
"1383",37141,"North Carolina",75.997801066,43.115346817,5.7035419634,15.40328298,10109,-1573.811,73663,"0",1381,"South","South Atlantic"
"1384",37143,"North Carolina",75.754464742,28.692705201,2.3066843759,14.510815069,11954,-6449.842,60665,"0",1228,"South","South Atlantic"
"1385",37145,"North Carolina",75.567260042,27.963446575,5.0863049183,14.567760091,11250,-4912.208,61302,"0",950,"South","South Atlantic"
"1386",37147,"North Carolina",76.012696645,35.079852884,8.4729518837,15.20151397,10491,-7936.6,57319,"0",1320,"South","South Atlantic"
"1387",37149,"North Carolina",77.799510048,38.862193454,1.613174832,14.951004172,12894,1447.675,61585,"1",1272,"South","South Atlantic"
"1388",37151,"North Carolina",73.694972078,48.371345047,10.255089207,20.063409479,10243.5,-5196.448,58037,"0",1045,"South","South Atlantic"
"1389",37153,"North Carolina",70.456848135,26.054840309,11.192452193,16.699320522,10999,-15241.53,44383,"0",826,"South","South Atlantic"
"1390",37155,"North Carolina",69.332400467,30.601645502,5.4142185452,22.079194067,10546,-11810.97,39931,"0",748,"South","South Atlantic"
